Component 0:
	Bin	Loading/Weight
	6628:6835,14913:15121	0.010530847299103314
	7664:7871,15742:15949	0.010462772409590971
	8699:8906,15121:15328	0.01041239409363713
	6006:6214,14499:14706	0.01039780959049386
	9942:10149,15328:15535	0.010395412341217729
	5799:6006,12842:13049	0.010325390793072623
	7249:7456,14913:15121	0.01032368823075805
	9321:9528,9528:9735	-0.010292906942254187
	8906:9114,15328:15535	0.010288075897697563
	13878:14085,11185:11392	-0.010198520191887333
	10771:10978,15535:15742	-0.010180532092196793
	8285:8492,14913:15121	0.010144315376831121
	9114:9321,15121:15328	0.010125130101139038
	6421:6628,15121:15328	0.01011083241518363
	6214:6421,13256:13463	0.01010014757388889
	10771:10978,14913:15121	0.010045607152670106
	9735:9942,15328:15535	0.009996776443590993
	14913:15121,13256:13463	-0.009989610955731998
	8906:9114,3728:3935	-0.009987384923851607
	13463:13671,15328:15535	0.009975043553202605
	6628:6835,15328:15535	0.009886523034519902
	9528:9735,15328:15535	0.009875358622121353
	14292:14499,13671:13878	-0.009832215317968608
	15328:15535,14913:15121	-0.009815380117062062
	6006:6214,12842:13049	0.009779946285345061
	9735:9942,15742:15949	0.009776145042781676
	5799:6006,13671:13878	0.009633361163277369
	7871:8078,12221:12428	0.009570888793018513
	15328:15535,14706:14913	-0.009537479169904871
	8285:8492,14292:14499	-0.009423201121154311
	11599:11806,4971:5178	-0.009370873194333358
	6006:6214,14913:15121	0.00935279157998497
	7871:8078,15742:15949	0.009332765582100016
	13878:14085,13256:13463	-0.009261729575005831
	414:621,414:621	-0.009257516004368397
	13463:13671,11185:11392	-0.009205271616790842
	8492:8699,15328:15535	0.00919849313077259
	5385:5592,7664:7871	-0.009167357942435632
	7042:7249,14913:15121	0.009111618058995028
	8078:8285,13878:14085	0.009074539472051895
	5592:5799,11185:11392	0.00890760121523162
	8906:9114,10978:11185	-0.008902886072922542
	14292:14499,11806:12013	-0.008898889120812738
	14913:15121,15535:15742	-0.008811059403046856
	11392:11599,15328:15535	0.008765636300983913
	12842:13049,15949:16156	0.008725804625784523
	8078:8285,15121:15328	0.0086849092022823
	7871:8078,14085:14292	0.008632579301759638
	6835:7042,15328:15535	0.008584836608334803
	10564:10771,15535:15742	0.008555157168982313
	828:1035,3521:3728	-0.008500628309469238
	10978:11185,15328:15535	0.008387140153997769
	9735:9942,13878:14085	0.008379249457548834
	828:1035,4349:4557	-0.008315982345839051
	7871:8078,11392:11599	0.008262122862212945
	11806:12013,13878:14085	-0.008205068867695533
	11185:11392,8906:9114	-0.00820187468504029
	11599:11806,10978:11185	-0.008186964845171642
	6628:6835,14085:14292	0.008169536698922042
	8078:8285,15742:15949	0.008153903960954023
	15121:15328,13256:13463	-0.008118905414644701
	9114:9321,15535:15742	0.008099348573396425
	14292:14499,12013:12221	-0.008083875471096598
	6835:7042,3935:4142	-0.008050318146893488
	5799:6006,14913:15121	0.008042812163848306
	14706:14913,13256:13463	-0.00802460405002281
	6421:6628,14499:14706	0.008022104439811589
	621:828,3107:3314	-0.00801744785116908
	414:621,3728:3935	-0.007998456647339473
	13463:13671,13049:13256	-0.007990919104062333
	14499:14706,12428:12635	-0.007966894788608176
	12013:12221,16156:16363	-0.007907177735002371
	7664:7871,14913:15121	0.007890978028345935
	8285:8492,12013:12221	-0.00787132377436398
	14085:14292,8492:8699	-0.007864862030482752
	16156:16363,14499:14706	-0.007850781839196718
	15121:15328,14913:15121	-0.007843498830460616
	7456:7664,13256:13463	0.007839060771825264
	7871:8078,14706:14913	0.007834582691016136
	7042:7249,15121:15328	0.007826956825950285
	14913:15121,13049:13256	-0.007797485239316383
	11806:12013,13671:13878	-0.007767351778460251
	14085:14292,14292:14499	-0.007741221504211698
	8699:8906,8285:8492	-0.007730326027890091
	7249:7456,14706:14913	0.007717664234098305
	14085:14292,13671:13878	-0.007716820893332441
	7871:8078,13671:13878	-0.007712419403156837
	13878:14085,15121:15328	-0.007707880311732019
	7871:8078,14913:15121	0.00768641208599996
	11185:11392,13878:14085	-0.007653409581947564
	7249:7456,15742:15949	0.007572378306490523
	11599:11806,15535:15742	-0.007530695419062652
	7042:7249,12013:12221	-0.007501495192488994
	14913:15121,13878:14085	-0.007500511102962209
	9321:9528,12013:12221	-0.007468342754224464
	10149:10356,14706:14913	0.007443442434274335
	14085:14292,15535:15742	-0.007429401082122227
	13878:14085,12013:12221	-0.0074260573157338096
	14085:14292,11185:11392	-0.007400978059120036
	8492:8699,15535:15742	0.007384939349362817
	9942:10149,14499:14706	0.007365451602557331
	8078:8285,15535:15742	0.007364518891695715
	9114:9321,15742:15949	-0.007349520143508577
	9735:9942,14085:14292	0.007338172526872218
	13463:13671,10978:11185	-0.007328087244448673
	11392:11599,10978:11185	-0.007326379237189625
	5592:5799,12013:12221	0.007283022341517163
	13049:13256,15535:15742	0.007211219999351072
	9114:9321,14085:14292	0.007191237516907993
	1657:1864,8699:8906	-0.0071823016212571224
	12842:13049,11806:12013	-0.00717987912766239
	7249:7456,13256:13463	0.0071634914230751506
	5592:5799,9735:9942	0.007151652017186113
	9321:9528,12842:13049	-0.00713773006321595
	6628:6835,8492:8699	-0.007129157310139206
	6214:6421,15742:15949	0.007090698997104711
	207:414,414:621	-0.007074073437188453
	5799:6006,10564:10771	-0.007065266241243836
	11392:11599,10771:10978	-0.007058721007968636
	11806:12013,9114:9321	-0.007052210911637757
	9114:9321,11806:12013	-0.007033438939433292
	14913:15121,8906:9114	-0.007023375061523551
	5178:5385,4764:4971	-0.007019300175577056
	13256:13463,15949:16156	0.006947617984943499
	16156:16363,15949:16156	0.006944719183989822
	12013:12221,9528:9735	-0.006934815171735876
	6835:7042,15949:16156	0.006930896895693531
	6421:6628,13463:13671	0.006905252491258412
	12635:12842,15949:16156	0.006899183437669183
	16156:16363,14085:14292	-0.0068880579074959486
	828:1035,4764:4971	-0.006868644401719863
	5799:6006,14292:14499	0.006864920347882547
	11392:11599,11392:11599	-0.006849631152887233
	15328:15535,15535:15742	-0.006843629826059122
	11806:12013,14292:14499	-0.006839913236294073
	15949:16156,12221:12428	0.006821446964410821
	12013:12221,15328:15535	0.006819293462346431
	414:621,13878:14085	-0.006799304967924665
	10356:10564,15328:15535	0.006777913362380776
	5178:5385,14085:14292	-0.006776835818613595
	4142:4349,3728:3935	-0.006776801115023064
	10771:10978,14085:14292	-0.006765932644450909
	5592:5799,10771:10978	0.006754360469203906
	13671:13878,10978:11185	-0.006742714864899084
	9114:9321,7042:7249	-0.006715499636599037
	414:621,2071:2278	-0.006701284956804936
	7456:7664,13878:14085	-0.006649162673163143
	11185:11392,5178:5385	-0.006645003338185045
	6006:6214,12013:12221	0.006629568220503752
	14499:14706,14292:14499	-0.006627043154443427
	15328:15535,14085:14292	-0.006598899332524879
	9942:10149,15742:15949	0.006556868425758982
	16156:16363,13671:13878	-0.00654106554559077
	8906:9114,13049:13256	-0.0065338590126258565
	13049:13256,11392:11599	-0.006532653853124993
	9114:9321,14706:14913	0.006500007976250152
	13256:13463,8285:8492	-0.006483510581546648
	6214:6421,12428:12635	-0.006470561352191649
	15535:15742,13671:13878	-0.006465847718823945
	8699:8906,13878:14085	0.00644679449618169
	16156:16363,16156:16363	-0.006426516379839643
	8906:9114,13463:13671	-0.00642232754590992
	7456:7664,15949:16156	0.006392145269480072
	10356:10564,10564:10771	0.0063664295074492405
	11806:12013,10978:11185	-0.006353318441853327
	9114:9321,8699:8906	-0.006353293363216021
	6421:6628,10356:10564	-0.006352560738191101
	414:621,4764:4971	-0.006348293250133542
	7249:7456,13671:13878	0.006337109861749338
	7042:7249,14499:14706	0.0063268152486844545
	9321:9528,13671:13878	-0.006306069528992956
	7042:7249,13463:13671	0.006289653083974011
	6835:7042,12221:12428	0.00628479986551461
	5178:5385,7664:7871	-0.006276154786349131
	13463:13671,8906:9114	-0.006271289180480083
	9114:9321,14499:14706	0.006263995233480163
	9735:9942,14913:15121	0.006262799465542468
	14292:14499,8285:8492	-0.006260008046056221
	7456:7664,12221:12428	0.006234290545807226
	12221:12428,16156:16363	-0.006182087969272331
	13878:14085,15535:15742	-0.006173696569433596
	5592:5799,15949:16156	-0.006161893379537522
	11599:11806,14499:14706	-0.006143130228020355
	8699:8906,11599:11806	-0.0061418204100851265
	12013:12221,10356:10564	-0.006141609876424732
	11599:11806,8906:9114	-0.00613731868469366
	8078:8285,14499:14706	0.006120232385199317
	11806:12013,621:828	-0.006113693693040522
	8906:9114,4142:4349	-0.006107621194311792
	7249:7456,14085:14292	0.006093611274183294
	9321:9528,13878:14085	-0.006091331222067143
	11806:12013,3728:3935	-0.006084106827543662
	12013:12221,13878:14085	-0.006074264759578486
	13878:14085,7042:7249	-0.006071988115479747
	6835:7042,14085:14292	0.006069557068892593
	12842:13049,9114:9321	-0.006065720558367737
	5799:6006,15949:16156	0.006063109317348346
	828:1035,828:1035	-0.006054860197166383
	6835:7042,13256:13463	0.006033523362090805
	13049:13256,15742:15949	0.006032888902473357
	6421:6628,14913:15121	0.006029337132846709
	11185:11392,4764:4971	-0.006024346347667352
	13878:14085,4764:4971	-0.0060150325575826415
	12221:12428,12221:12428	-0.00600825261782852
	6006:6214,15328:15535	0.006008208012845959
	6835:7042,6835:7042	-0.005989571317794786
	10771:10978,13878:14085	0.005961115254848834
	11392:11599,4764:4971	-0.005958699006474969
	621:828,4142:4349	-0.005957260309727656
	12842:13049,15535:15742	-0.005952063480306276
	14292:14499,14085:14292	-0.005941900504435944
	11185:11392,14706:14913	0.005929961198731762
	14085:14292,12635:12842	-0.005921090381197412
	14913:15121,13671:13878	-0.005910016816172804
	6214:6421,10771:10978	-0.005886091490014777
	11392:11599,11185:11392	-0.005882777114641852
	16156:16363,15535:15742	-0.005881661571557156
	11185:11392,3728:3935	-0.005878599278470311
	7664:7871,15121:15328	0.0058725425367044705
	12842:13049,12428:12635	-0.005864574161204809
	1242:1449,5178:5385	0.005854904615780812
	7664:7871,7664:7871	-0.0058472652606128914
	13671:13878,11599:11806	-0.005839951911059814
	13878:14085,10564:10771	-0.005822057210172657
	13878:14085,11806:12013	-0.0058102753253662836
	14913:15121,13463:13671	-0.00580457160351738
	7456:7664,14913:15121	0.005803932095932059
	6835:7042,11185:11392	-0.005793359409890468
	8906:9114,4349:4557	-0.00578624497748303
	13878:14085,9321:9528	-0.005780800481166094
	621:828,5385:5592	-0.005771877271962262
	14292:14499,12428:12635	-0.00576060334900938
	11806:12013,5178:5385	-0.00575672592719589
	3728:3935,8699:8906	-0.005752357596166761
	8492:8699,14499:14706	0.005745404079139618
	8285:8492,15742:15949	0.005695831739099683
	8492:8699,10978:11185	-0.0056876460293800845
	6628:6835,12013:12221	0.005675753985935586
	5592:5799,14913:15121	0.005660222356796144
	13878:14085,13671:13878	-0.005634924451479102
	6006:6214,14706:14913	0.005631676505383031
	13878:14085,8492:8699	-0.005606729245566949
	7249:7456,15535:15742	-0.005604562646712286
	11392:11599,8906:9114	-0.00560108896331397
	9321:9528,3521:3728	-0.005599672059863896
	6835:7042,13878:14085	0.00559843959285807
	14706:14913,8699:8906	-0.005587222049068797
	5178:5385,10978:11185	-0.0055779999737233495
	11185:11392,8699:8906	-0.005539560282330309
	6214:6421,8285:8492	-0.005537210540822356
	12013:12221,15535:15742	0.0055258486956280915
	13878:14085,13049:13256	-0.005513926884985503
	13463:13671,7664:7871	-0.005489798605665997
	15328:15535,14292:14499	-0.005486512647072507
	14085:14292,10564:10771	-0.005454955429376709
	8699:8906,13671:13878	0.005452987686297605
	13878:14085,10149:10356	-0.0054529615044730684
	11185:11392,11806:12013	-0.005439400927888999
	8699:8906,10771:10978	-0.005432045932059185
	9114:9321,14913:15121	0.0054290175285743245
	13878:14085,12842:13049	-0.005426259156264507
	14292:14499,11392:11599	-0.005366796827844937
	6835:7042,10978:11185	-0.005346743499146397
	11806:12013,8906:9114	-0.005346228626848784
	15949:16156,8906:9114	-0.005320952230521816
	5592:5799,15535:15742	0.005305315794672745
	10356:10564,15121:15328	0.005303873297061978
	6835:7042,12635:12842	0.005294340762397502
	7042:7249,10564:10771	-0.0052894466920233914
	13256:13463,13878:14085	-0.0052715873261471
	12221:12428,5178:5385	-0.005258902894745118
	11806:12013,15328:15535	0.005258640100733695
	9942:10149,15121:15328	0.005246106856734361
	11392:11599,8285:8492	-0.005233232607710055
	12842:13049,14913:15121	-0.005230542286446633
	7249:7456,11392:11599	-0.005229939499364862
	7042:7249,6421:6628	-0.005223727061638825
	4142:4349,13878:14085	-0.005222904142993004
	12013:12221,10978:11185	-0.005211578112533537
	5178:5385,5178:5385	-0.005203904031880882
	11599:11806,13671:13878	-0.005202623024925684
	15949:16156,14499:14706	-0.005165207588809132
	14913:15121,12428:12635	-0.0051651601955339166
	13878:14085,11392:11599	-0.00516203506217876
	8906:9114,8285:8492	-0.005156466084830651
	1035:1242,5592:5799	-0.0051416228561186285
	6214:6421,12221:12428	0.0051411897927790395
	12635:12842,15328:15535	0.005133855470640393
	14292:14499,12221:12428	-0.005132990652746035
	14913:15121,14085:14292	-0.005126114614869146
	8906:9114,14085:14292	-0.005117981885026631
	5385:5592,14085:14292	-0.005114899433850333
	10978:11185,8906:9114	-0.0051090625120788465
	8699:8906,8699:8906	-0.005107675677403206
	8906:9114,11185:11392	-0.005098357662851838
	7042:7249,14706:14913	0.0050968845339101915
	14292:14499,15535:15742	-0.005096490478970999
	15535:15742,14913:15121	-0.005063782312365274
	14085:14292,10978:11185	-0.005039994123564727
	5178:5385,8285:8492	-0.005024338169865454
	13463:13671,15535:15742	-0.005015366209073119
	9321:9528,8699:8906	-0.005010531303448668
	15742:15949,14292:14499	-0.004990474550022042
	12013:12221,11185:11392	-0.004989413080905469
	12842:13049,5592:5799	-0.0049665464907178575
	10356:10564,14913:15121	0.004962227884348479
	8906:9114,13256:13463	-0.004947738117158556
	11806:12013,11392:11599	-0.004945852639010988
	6628:6835,14499:14706	0.0049381114972705505
	16156:16363,14292:14499	-0.00492812791487131
	16363:16571,16363:16571	-0.004923487285663065
	12013:12221,11392:11599	-0.004913100195974766
	12428:12635,12221:12428	0.004912891713941963
	1242:1449,4349:4557	0.00491009352115312
	15328:15535,13878:14085	-0.00490456324463255
	8699:8906,15328:15535	0.004903849428654899
	11185:11392,7664:7871	-0.004886368643861938
	8906:9114,8492:8699	-0.0048827399250572995
	9321:9528,8492:8699	-0.004881931292144343
	13463:13671,11392:11599	-0.004872910450419131
	6214:6421,11392:11599	-0.004871495236011028
	12221:12428,14292:14499	0.004861445131098707
	14085:14292,10771:10978	-0.004841214616733546
	8492:8699,14085:14292	0.004828742423950346
	7664:7871,5385:5592	-0.004827861894014064
	16156:16363,15742:15949	-0.004812684562502109
	7456:7664,13049:13256	-0.004809288945531331
	14499:14706,13878:14085	-0.004799876262718423
	7664:7871,5178:5385	-0.004791881327060809
	10771:10978,13256:13463	-0.004786868894862811
	6214:6421,14913:15121	0.004780449597670562
	12428:12635,11185:11392	-0.004746756710439774
	6421:6628,10564:10771	-0.004739068169439966
	11599:11806,3521:3728	-0.0047382862374398945
	13463:13671,12221:12428	-0.004735745487930856
	13878:14085,8285:8492	-0.004733869315062251
	8285:8492,15328:15535	0.0047195743158031135
	11599:11806,11599:11806	-0.004698996891237916
	7871:8078,13049:13256	0.004689598513174739
	14292:14499,13049:13256	-0.00467323593103812
	7042:7249,13049:13256	0.004662074231753961
	8078:8285,14706:14913	0.00465755309430043
	12013:12221,5178:5385	-0.00465239968199727
	7664:7871,13671:13878	0.004648613465874663
	13878:14085,9114:9321	-0.004646584772308822
	6628:6835,13463:13671	0.0046413396367271775
	414:621,5178:5385	-0.004636843712339406
	14085:14292,16156:16363	-0.004634260504142967
	10978:11185,13256:13463	-0.004626912675583934
	7664:7871,6421:6628	-0.0046258873632499895
	4349:4557,8906:9114	-0.0046253400211793754
	11185:11392,10771:10978	-0.004614049775067113
	14706:14913,8492:8699	-0.004601161659371699
	6214:6421,15328:15535	0.004593626093662119
	14913:15121,11392:11599	-0.00457774233939809
	14706:14913,13878:14085	-0.004576171463528811
	10771:10978,15328:15535	-0.004559270207718217
	414:621,5385:5592	-0.004553099035815266
	8699:8906,3728:3935	-0.004536374720074131
	14913:15121,10978:11185	-0.00452916537409831
	7042:7249,14085:14292	0.004528964497661192
	12842:13049,8906:9114	-0.004526352808064755
	9114:9321,12635:12842	0.0045164025999231685
	15535:15742,14292:14499	-0.004513865232958239
	828:1035,5385:5592	-0.004504581600647936
	11599:11806,14913:15121	-0.004499482386952445
	12842:13049,11392:11599	-0.004495864160280193
	8906:9114,5178:5385	-0.0044915292042114535
	6835:7042,14499:14706	0.004490892662127582
	13878:14085,15328:15535	-0.00446948245215866
	6835:7042,6421:6628	-0.00444277347677436
	14085:14292,13049:13256	-0.004432341829355
	6421:6628,6421:6628	-0.0044277079033286214
	15949:16156,2071:2278	-0.004426094217143119
	12221:12428,15535:15742	-0.004415256802993331
	3728:3935,8906:9114	-0.004409464350198834
	12842:13049,11185:11392	-0.004408400133688469
	9528:9735,9114:9321	-0.004405133328874639
	621:828,14499:14706	-0.0044050142846383655
	10771:10978,8492:8699	-0.004403836480002709
	12842:13049,13049:13256	-0.004387426126808195
	6628:6835,10564:10771	-0.0043814759973229995
	15535:15742,13878:14085	-0.004366040992437547
	8906:9114,14913:15121	0.0043657362678924585
	6628:6835,13256:13463	0.004362027477197513
	6628:6835,15535:15742	0.004349823801625552
	13463:13671,15121:15328	-0.004334732054760142
	14292:14499,10771:10978	-0.004333725463962777
	6628:6835,13671:13878	0.00433171061741174
	9114:9321,6421:6628	-0.004329947986705946
	8699:8906,11185:11392	-0.004329651875294495
	6214:6421,14085:14292	0.00430699496597706
	6421:6628,6214:6421	-0.004281522354142343
	11806:12013,10564:10771	-0.004263328052315986
	10356:10564,12428:12635	-0.004224380862024126
	3935:4142,3728:3935	-0.0042234164943431825
	6421:6628,12842:13049	0.004217992526435434
	7871:8078,12635:12842	0.004212845210072375
	8285:8492,14085:14292	-0.00420403760479888
	7664:7871,11185:11392	0.004203990919574084
	2485:2692,13878:14085	-0.004198417860886622
	14499:14706,14085:14292	-0.004197422768981757
	14292:14499,16156:16363	-0.004194392479248905
	12842:13049,16156:16363	-0.0041940988872727234
	7249:7456,7249:7456	-0.004190327105242406
	2278:2485,2899:3107	-0.004179601848814014
	12013:12221,14085:14292	-0.004176837665054493
	16363:16571,0:207	-0.004164866281852299
	6006:6214,10564:10771	0.0041630277192800155
	10149:10356,15121:15328	0.0041513595424634625
	7042:7249,13671:13878	-0.004126374531880627
	11185:11392,10978:11185	-0.004126212426893413
	14085:14292,11599:11806	-0.004121048251609478
	9114:9321,8906:9114	-0.004118674156754193
	8906:9114,13671:13878	-0.0041157592642991165
	13878:14085,3521:3728	-0.004107123865664783
	12842:13049,10978:11185	-0.004105528689263014
	3314:3521,621:828	-0.004105500072261846
	4142:4349,14292:14499	-0.004100169038308786
	13878:14085,6214:6421	-0.004095682204106662
	16156:16363,13878:14085	-0.0040869556293575676
	6421:6628,12635:12842	0.004079871331283677
	8492:8699,14913:15121	0.004073419819342883
	10564:10771,12428:12635	-0.004066545478524843
	4971:5178,4142:4349	-0.004065550275215079
	13878:14085,8906:9114	-0.004065355531458306
	15328:15535,8492:8699	-0.004064989831405677
	1242:1449,1242:1449	-0.004063837073099719
	0:207,15742:15949	0.004049897670335043
	7456:7664,14499:14706	0.004049569110204147
	9114:9321,12842:13049	-0.004048410092521222
	13671:13878,12428:12635	-0.0040476093970100435
	7042:7249,13256:13463	-0.004045208630852571
	7249:7456,12428:12635	0.004012743164061691
	5799:6006,11806:12013	-0.004008963948945074
	6214:6421,15121:15328	0.004000850234663178
	14085:14292,15742:15949	-0.003994432554472059
	12013:12221,4142:4349	-0.0039933317605158935
	11185:11392,4971:5178	-0.003991641540319244
	9114:9321,10978:11185	-0.003988124513415695
	6421:6628,10771:10978	-0.003983051181354017
	13256:13463,12428:12635	-0.003971673076365143
	14499:14706,12221:12428	-0.00395787549071039
	14085:14292,4971:5178	-0.003956776326133336
	8492:8699,14706:14913	0.0039499700823869815
	15328:15535,13256:13463	-0.003940262944699223
	13256:13463,16156:16363	-0.003938412351519408
	1449:1657,15742:15949	0.0039266363838290665
	16156:16363,828:1035	-0.003926472545261738
	10978:11185,13878:14085	-0.003925719093142711
	13878:14085,9528:9735	-0.003918296133642539
	8285:8492,5178:5385	-0.003914433314572628
	11806:12013,10771:10978	-0.00390455906385296
	207:414,16156:16363	-0.003904218823933265
	9321:9528,1657:1864	-0.003903959361926851
	8906:9114,15121:15328	-0.0038992097632729768
	10978:11185,8492:8699	-0.003897529981078746
	11185:11392,14913:15121	0.0038933574797540946
	9321:9528,6421:6628	-0.003885681969048651
	11806:12013,11806:12013	-0.0038773701424733545
	414:621,2278:2485	-0.0038659023804484913
	5178:5385,8492:8699	-0.003864238256256434
	9735:9942,8699:8906	-0.0038633980241124903
	414:621,14292:14499	-0.0038617012444545607
	414:621,4557:4764	-0.003855984087828732
	0:207,16363:16571	-0.0038431964947748688
	828:1035,16156:16363	-0.003838745698173102
	12221:12428,5385:5592	-0.0038291555523363046
	5178:5385,3728:3935	-0.0038285302548667966
	4142:4349,8906:9114	-0.0038210711579653666
	6214:6421,5799:6006	-0.0038108349755173153
	5799:6006,14706:14913	0.0038084461134553107
	14085:14292,11806:12013	-0.0038073658519786426
	6214:6421,11806:12013	-0.003798731827057698
	6421:6628,5178:5385	-0.003796221607773092
