Species	Length	Number	Standard	Symm.	Compl.	Inverted
Acipenser_medirostris_dloop	128	1	1	0	0	0
Scaphirhynchus_platorynchus_dloop	10	3	3	0	0	0
Scaphirhynchus_platorynchus_dloop	13	1	1	0	0	0
Polyodon_spathula_dloop	10	2	0	0	1	1
Polyodon_spathula_dloop	11	2	0	1	0	1
Polyodon_spathula_dloop	12	1	1	0	0	0
Polyodon_spathula_dloop	22	1	1	0	0	0
Atractosteus_spatula_dloop	10	2	0	0	1	1
Atractosteus_spatula_dloop	12	1	1	0	0	0
Atractosteus_spatula_dloop	17	1	1	0	0	0
Lepisosteus_oculatus_dloop	11	1	1	0	0	0
Lepisosteus_oculatus_dloop	12	1	0	0	0	1
Amia_calva_dloop	11	190	0	190	0	0
Amia_calva_dloop	460	1	1	0	0	0
Elops_saurus_dloop	10	5	1	0	3	1
Elops_saurus_dloop	11	3	1	1	0	1
Elops_saurus_dloop	12	1	1	0	0	0
Elops_saurus_dloop	14	2	1	0	0	1
Elops_saurus_dloop	15	2	1	0	0	1
Elops_saurus_dloop	17	1	0	0	0	1
Elops_saurus_dloop	18	2	2	0	0	0
Megalops_atlanticus_dloop	10	8	8	0	0	0
Megalops_atlanticus_dloop	11	5	5	0	0	0
Megalops_atlanticus_dloop	14	15	0	0	0	15
Megalops_atlanticus_dloop	20	6	6	0	0	0
Megalops_atlanticus_dloop	191	1	1	0	0	0
Anguilla_anguilla_dloop	10	15	3	0	5	7
Anguilla_anguilla_dloop	11	12	3	2	1	6
Anguilla_anguilla_dloop	13	1	0	0	1	0
Anguilla_anguilla_dloop	18	1	1	0	0	0
Anguilla_japonica_dloop	10	12	3	1	2	6
Anguilla_japonica_dloop	11	1	1	0	0	0
Anguilla_japonica_dloop	12	1	1	0	0	0
Anguilla_rostrata_dloop	10	10	3	0	2	5
Anguilla_rostrata_dloop	11	6	1	2	0	3
Anguilla_rostrata_dloop	13	1	1	0	0	0
Anguilla_rostrata_dloop	18	1	1	0	0	0
Anguilla_marmorata_dloop	10	11	6	1	2	2
Anguilla_marmorata_dloop	11	2	2	0	0	0
Anguilla_marmorata_dloop	12	1	1	0	0	0
Anguilla_marmorata_dloop	15	1	1	0	0	0
Conger_myriaster_dloop	10	17	4	7	2	4
Conger_myriaster_dloop	11	7	0	0	6	1
Conger_myriaster_dloop	12	2	1	0	0	1
Conger_myriaster_dloop	13	1	0	0	0	1
Clupea_harengus_dloop	10	8	1	4	2	1
Clupea_harengus_dloop	11	3	1	1	0	1
Clupea_harengus_dloop	12	3	1	0	0	2
Danio_rerio_dloop	10	8	2	1	3	2
Danio_rerio_dloop	11	1	1	0	0	0
Danio_rerio_dloop	18	1	1	0	0	0
Danio_rerio_dloop	19	1	0	0	1	0
Carassius_auratus_dloop	10	3	3	0	0	0
Carassius_auratus_dloop	11	2	1	0	1	0
Carassius_auratus_dloop	12	2	1	1	0	0
Carassius_auratus_dloop	13	2	2	0	0	0
Carassius_auratus_dloop	17	1	1	0	0	0
Carassius_auratus_dloop	18	1	0	0	1	0
Ctenopharyngodon_idella_dloop	10	6	2	1	2	1
Ctenopharyngodon_idella_dloop	11	2	1	0	1	0
Ctenopharyngodon_idella_dloop	12	1	0	0	1	0
Hypophthalmichthys_nobilis_cr	10	6	3	1	1	1
Hypophthalmichthys_nobilis_cr	11	1	0	0	1	0
Hypophthalmichthys_nobilis_cr	14	1	1	0	0	0
Hypophthalmichthys_nobilis_cr	15	1	0	0	1	0
Ictiobus_bubalus_cr	10	6	3	0	2	1
Ictiobus_bubalus_cr	12	1	0	0	0	1
Formosania_lacustris_dloop	10	3	1	0	1	1
Formosania_lacustris_dloop	11	1	1	0	0	0
Formosania_lacustris_dloop	12	1	0	0	1	0
Ictalurus_punctatus_dloop	10	2	0	0	1	1
Ictalurus_punctatus_dloop	11	1	0	1	0	0
Ictalurus_punctatus_dloop	13	1	0	0	0	1
Ictalurus_punctatus_dloop	14	1	1	0	0	0
Pangasius_pangasius_dloop	24	1	1	0	0	0
Esox_lucius_dloop	10	4	1	1	1	1
Esox_lucius_dloop	11	1	1	0	0	0
Esox_lucius_dloop	12	1	0	1	0	0
Esox_lucius_dloop	13	1	0	1	0	0
Esox_lucius_dloop	17	1	0	1	0	0
Esox_lucius_dloop	18	1	0	1	0	0
Esox_lucius_dloop	22	1	0	1	0	0
Esox_lucius_dloop	23	1	0	1	0	0
Esox_lucius_dloop	27	1	0	1	0	0
Esox_lucius_dloop	28	1	0	1	0	0
Esox_lucius_dloop	32	1	0	1	0	0
Esox_lucius_dloop	33	1	0	1	0	0
Esox_lucius_dloop	37	1	0	1	0	0
Esox_lucius_dloop	38	1	0	1	0	0
Esox_lucius_dloop	42	1	0	1	0	0
Esox_lucius_dloop	43	1	0	1	0	0
Esox_lucius_dloop	47	1	0	1	0	0
Esox_lucius_dloop	48	1	0	1	0	0
Esox_lucius_dloop	52	1	0	1	0	0
Esox_lucius_dloop	53	1	0	1	0	0
Esox_lucius_dloop	57	1	0	1	0	0
Esox_lucius_dloop	58	1	0	1	0	0
Esox_lucius_dloop	62	1	0	1	0	0
Esox_lucius_dloop	63	1	0	1	0	0
Esox_lucius_dloop	67	1	0	1	0	0
Esox_lucius_dloop	68	1	0	1	0	0
Esox_lucius_dloop	72	1	0	1	0	0
Esox_lucius_dloop	73	1	0	1	0	0
Esox_lucius_dloop	77	1	0	1	0	0
Esox_lucius_dloop	146	1	1	0	0	0
Osmerus_mordax_dloop	10	4	3	0	0	1
Osmerus_mordax_dloop	12	1	1	0	0	0
Oncorhynchus_gorbuscha_dloop	10	5	1	0	2	2
Oncorhynchus_gorbuscha_dloop	11	1	1	0	0	0
Oncorhynchus_gorbuscha_dloop	12	1	1	0	0	0
Oncorhynchus_gorbuscha_dloop	17	1	1	0	0	0
Oncorhynchus_gorbuscha_dloop	20	1	1	0	0	0
Oncorhynchus_gorbuscha_dloop	21	1	1	0	0	0
Oncorhynchus_gorbuscha_dloop	75	1	1	0	0	0
Oncorhynchus_keta_dloop	10	4	0	1	2	1
Oncorhynchus_keta_dloop	11	4	2	0	0	2
Oncorhynchus_keta_dloop	12	1	1	0	0	0
Oncorhynchus_keta_dloop	14	1	1	0	0	0
Oncorhynchus_kisutch_dloop	10	3	2	1	0	0
Oncorhynchus_kisutch_dloop	11	1	1	0	0	0
Oncorhynchus_kisutch_dloop	12	1	1	0	0	0
Oncorhynchus_kisutch_dloop	19	1	1	0	0	0
Oncorhynchus_masou_ishikawae_dloop	10	2	0	1	0	1
Oncorhynchus_masou_ishikawae_dloop	11	3	3	0	0	0
Oncorhynchus_masou_ishikawae_dloop	19	1	1	0	0	0
Oncorhynchus_mykiss_dloop	10	5	0	2	1	2
Oncorhynchus_mykiss_dloop	11	2	1	0	0	1
Oncorhynchus_mykiss_dloop	19	1	1	0	0	0
Oncorhynchus_nerka_dloop	10	3	1	1	1	0
Oncorhynchus_nerka_dloop	11	1	1	0	0	0
Oncorhynchus_nerka_dloop	12	1	1	0	0	0
Oncorhynchus_nerka_dloop	19	1	1	0	0	0
Salmo_salar_dloop	10	6	2	2	0	2
Salmo_salar_dloop	11	2	2	0	0	0
Salmo_salar_dloop	13	1	1	0	0	0
Salmo_trutta_dloop	10	4	1	2	1	0
Salmo_trutta_dloop	11	3	3	0	0	0
Salmo_trutta_dloop	13	1	1	0	0	0
Salvelinus_leucomaenis_dloop	10	4	1	1	1	1
Salvelinus_leucomaenis_dloop	11	2	2	0	0	0
Salvelinus_alpinus_dloop	10	5	3	1	1	0
Salvelinus_alpinus_dloop	11	2	2	0	0	0
Salvelinus_alpinus_dloop	12	1	1	0	0	0
Salvelinus_fontinalis_dloop	10	3	2	1	0	0
Salvelinus_fontinalis_dloop	11	2	2	0	0	0
Parahucho_perryi_dloop	10	7	3	2	2	0
Parahucho_perryi_dloop	11	1	1	0	0	0
Gadus_morhua_cr	10	4	1	1	0	2
Gadus_morhua_cr	11	2	1	0	1	0
Gadus_morhua_cr	97	1	1	0	0	0
Melanogrammus_aeglefinus_cr	10	8	2	4	1	1
Melanogrammus_aeglefinus_cr	13	1	1	0	0	0
Pollachius_virens_dloop	10	15	6	9	0	0
Pollachius_virens_dloop	11	7	3	3	1	0
Pollachius_virens_dloop	12	5	3	2	0	0
Pollachius_virens_dloop	13	3	2	1	0	0
Merluccius_merluccius_dloop	10	4	1	0	2	1
Merluccius_merluccius_dloop	12	1	1	0	0	0
Lophius_americanus_dloop	10	2	2	0	0	0
Lophius_americanus_dloop	11	4	2	2	0	0
Fundulus_heteroclitus_dloop	10	2	0	1	0	1
Fundulus_heteroclitus_dloop	11	1	1	0	0	0
Fundulus_heteroclitus_dloop	12	2	1	1	0	0
Poecilia_reticulata_dloop	10	1	1	0	0	0
Poecilia_reticulata_dloop	11	6	1	3	1	1
Xiphophorus_maculatus_dloop	10	3	1	1	1	0
Xiphophorus_maculatus_dloop	11	1	0	0	0	1
Xiphophorus_hellerii_dloop	10	2	1	0	1	0
Xiphophorus_hellerii_dloop	11	1	0	0	0	1
Oryzias_latipes_dloop	10	9	2	0	0	7
Oryzias_latipes_dloop	11	1	1	0	0	0
Oryzias_latipes_dloop	14	1	1	0	0	0
Oryzias_latipes_dloop	81	1	1	0	0	0
Oreochromis_niloticus_dloop	10	4	2	1	0	1
Oreochromis_niloticus_dloop	11	1	0	1	0	0
Coptodon_zillii_dloop	10	9	3	1	1	4
Coptodon_zillii_dloop	11	1	0	0	0	1
Coptodon_zillii_dloop	13	1	1	0	0	0
Tropheus_duboisi_dloop	10	2	2	0	0	0
Tropheus_duboisi_dloop	11	3	1	1	0	1
Tropheus_moorii_dloop	10	4	2	2	0	0
Tropheus_moorii_dloop	11	4	2	1	0	1
Haplochromis_burtoni_dloop	10	7	3	3	0	1
Haplochromis_burtoni_dloop	11	2	1	0	0	1
Astatotilapia_calliptera_dloop	10	5	3	1	0	1
Astatotilapia_calliptera_dloop	11	2	1	0	0	1
Seriola_quinqueradiata_dloop	10	3	0	0	1	2
Perca_fluviatilis_cr	10	2	2	0	0	0
Perca_fluviatilis_cr	15	1	1	0	0	0
Acanthopagrus_latus_dloop	10	7	4	1	2	0
Acanthopagrus_latus_dloop	11	2	1	0	1	0
Acanthopagrus_latus_dloop	12	2	1	0	0	1
Pomoxis_nigromaculatus_dloop	10	3	0	0	1	2
Lates_calcarifer_dloop	10	1	0	1	0	0
Lates_calcarifer_dloop	11	2	1	0	1	0
Lates_calcarifer_dloop	17	1	1	0	0	0
Anarhichas_lupus_cr	10	1	1	0	0	0
Anarhichas_lupus_cr	12	1	0	0	1	0
Gillichthys_mirabilis_dloop	10	2	0	1	1	0
Gillichthys_mirabilis_dloop	12	1	1	0	0	0
Katsuwonus_pelamis_dloop	10	3	2	0	0	1
Katsuwonus_pelamis_dloop	13	1	0	1	0	0
Euthynnus_affinis_dloop	10	5	4	0	1	0
Euthynnus_alletteratus_dloop	10	6	4	0	0	2
Euthynnus_alletteratus_dloop	11	1	1	0	0	0
Thunnus_alalunga_dloop	10	5	3	1	0	1
Thunnus_alalunga_dloop	12	1	0	0	0	1
Thunnus_albacares_dloop	10	3	2	1	0	0
Thunnus_albacares_dloop	11	5	2	0	0	3
Thunnus_albacares_dloop	13	1	0	0	0	1
Thunnus_thynnus_dloop	10	2	1	1	0	0
Thunnus_thynnus_dloop	11	3	1	0	0	2
Thunnus_orientalis_dloop	10	6	3	2	0	1
Thunnus_orientalis_dloop	12	1	0	0	0	1
Thunnus_maccoyii_dloop	10	2	1	1	0	0
Thunnus_maccoyii_dloop	11	2	1	0	0	1
Thunnus_obesus_dloop	10	2	1	0	1	0
Thunnus_obesus_dloop	11	3	1	0	0	2
Thunnus_thynnus_thynnus_dloop	10	1	1	0	0	0
Thunnus_thynnus_thynnus_dloop	11	3	1	0	0	2
Xiphias_gladius_dloop	10	7	2	3	0	2
Xiphias_gladius_dloop	11	1	0	1	0	0
Paralichthys_olivaceus_dloop	10	3	2	0	0	1
Paralichthys_olivaceus_dloop	11	1	1	0	0	0
Paralichthys_olivaceus_dloop	328	1	1	0	0	0
Hippoglossus_hippoglossus_dloop	10	19	17	2	0	0
Hippoglossus_hippoglossus_dloop	11	11	11	0	0	0
Hippoglossus_hippoglossus_dloop	13	1	0	0	0	1
Hippoglossus_hippoglossus_dloop	14	11	11	0	0	0
Hippoglossus_hippoglossus_dloop	22	1	1	0	0	0
Hippoglossus_hippoglossus_dloop	24	1	1	0	0	0
Hippoglossus_hippoglossus_dloop	29	2	2	0	0	0
Hippoglossus_hippoglossus_dloop	30	1	1	0	0	0
Hippoglossus_hippoglossus_dloop	35	8	8	0	0	0
Hippoglossus_hippoglossus_dloop	49	1	1	0	0	0
Hippoglossus_hippoglossus_dloop	60	8	8	0	0	0
Hippoglossus_hippoglossus_dloop	96	1	1	0	0	0
Hippoglossus_hippoglossus_dloop	262	1	1	0	0	0
Hippoglossus_hippoglossus_dloop	274	1	1	0	0	0
Hippoglossus_hippoglossus_dloop	293	1	1	0	0	0
Hippoglossus_hippoglossus_dloop	304	1	1	0	0	0
Pantodon_buchholzi_dloop	177	1	1	0	0	0
Pardachirus_pavoninus_dloop	10	8	4	1	2	1
Pardachirus_pavoninus_dloop	11	2	0	1	1	0
Ambystoma_mexicanum_dloop	10	1	0	1	0	0
Ambystoma_laterale_dloop	10	1	1	0	0	0
Ambystoma_texanum_dloop	10	1	1	0	0	0
Triturus_cristatus_dloop	10	1	0	1	0	0
Triturus_dobrogicus_dloop	10	2	1	0	1	0
Triturus_marmoratus_dloop	10	2	0	1	0	1
Bombina_orientalis_dloop	10	17	13	3	1	0
Bombina_orientalis_dloop	13	2	2	0	0	0
Bombina_orientalis_dloop	14	1	1	0	0	0
Bombina_orientalis_dloop	15	1	1	0	0	0
Bombina_orientalis_dloop	17	4	4	0	0	0
Bombina_orientalis_dloop	28	1	1	0	0	0
Bombina_orientalis_dloop	34	8	8	0	0	0
Bombina_orientalis_dloop	51	3	3	0	0	0
Bombina_orientalis_dloop	69	1	1	0	0	0
Bombina_orientalis_dloop	76	14	14	0	0	0
Bombina_orientalis_dloop	94	1	1	0	0	0
Bombina_orientalis_dloop	146	4	4	0	0	0
Bombina_orientalis_dloop	146	1	1	0	0	0
Bombina_orientalis_dloop	149	1	1	0	0	0
Bombina_orientalis_dloop	188	1	1	0	0	0
Bombina_orientalis_dloop	479	1	1	0	0	0
Bombina_variegata_dloop	10	235	41	8	95	91
Bombina_variegata_dloop	11	132	2	78	31	21
Bombina_variegata_dloop	12	58	23	10	19	6
Bombina_variegata_dloop	13	55	13	42	0	0
Bombina_variegata_dloop	14	11	1	0	0	10
Bombina_variegata_dloop	15	21	0	21	0	0
Bombina_variegata_dloop	17	3	0	3	0	0
Bombina_variegata_dloop	20	1	1	0	0	0
Bombina_variegata_dloop	23	10	10	0	0	0
Bombina_variegata_dloop	24	1	1	0	0	0
Bombina_variegata_dloop	28	4	4	0	0	0
Bombina_variegata_dloop	45	1	1	0	0	0
Bombina_variegata_dloop	46	12	12	0	0	0
Bombina_variegata_dloop	50	4	4	0	0	0
Bombina_variegata_dloop	70	5	5	0	0	0
Bombina_variegata_dloop	74	1	1	0	0	0
Bombina_variegata_dloop	80	6	6	0	0	0
Bombina_variegata_dloop	86	2	2	0	0	0
Bombina_variegata_dloop	90	1	1	0	0	0
Bombina_variegata_dloop	121	1	1	0	0	0
Bombina_variegata_dloop	144	1	1	0	0	0
Bombina_variegata_dloop	149	1	1	0	0	0
Bombina_variegata_dloop	149	3	3	0	0	0
Bombina_variegata_dloop	161	1	1	0	0	0
Bombina_variegata_dloop	220	1	1	0	0	0
Bombina_variegata_dloop	231	1	1	0	0	0
Bombina_variegata_dloop	236	1	1	0	0	0
Bombina_variegata_dloop	263	1	1	0	0	0
Bombina_variegata_dloop	277	1	1	0	0	0
Bombina_variegata_dloop	306	1	1	0	0	0
Bombina_variegata_dloop	327	1	1	0	0	0
Bombina_variegata_dloop	347	1	1	0	0	0
Bombina_variegata_dloop	389	1	1	0	0	0
Xenopus_borealis_dloop	10	28	8	8	4	8
Xenopus_borealis_dloop	11	7	0	4	1	2
Xenopus_borealis_dloop	12	1	1	0	0	0
Xenopus_borealis_dloop	13	1	0	0	0	1
Xenopus_borealis_dloop	16	1	1	0	0	0
Xenopus_laevis_dloop	10	32	9	10	8	5
Xenopus_laevis_dloop	11	8	3	2	1	2
Xenopus_laevis_dloop	12	1	1	0	0	0
Xenopus_laevis_dloop	13	3	1	0	2	0
Xenopus_laevis_dloop	45	1	1	0	0	0
Xenopus_tropicalis_dloop	10	38	6	7	6	19
Xenopus_tropicalis_dloop	11	6	2	1	1	2
Xenopus_tropicalis_dloop	12	3	0	2	1	0
Xenopus_tropicalis_dloop	13	1	0	1	0	0
Xenopus_tropicalis_dloop	159	1	1	0	0	0
Bufo_japonicus_dloop	10	63	16	19	13	15
Bufo_japonicus_dloop	11	19	9	7	1	2
Bufo_japonicus_dloop	12	8	2	2	0	4
Bufo_japonicus_dloop	13	3	2	0	0	1
Bufo_japonicus_dloop	14	1	0	1	0	0
Bufo_japonicus_dloop	16	5	2	3	0	0
Bufo_japonicus_dloop	17	7	4	3	0	0
Bufo_japonicus_dloop	19	1	1	0	0	0
Bufo_japonicus_dloop	21	1	1	0	0	0
Bufo_japonicus_dloop	23	1	1	0	0	0
Bufo_japonicus_dloop	24	1	0	0	1	0
Bufo_japonicus_dloop	50	2	2	0	0	0
Bufo_japonicus_dloop	131	1	1	0	0	0
Bufo_japonicus_dloop	159	1	1	0	0	0
Rana_catesbeiana_dloop	10	81	13	16	17	35
Rana_catesbeiana_dloop	11	73	9	4	60	0
Rana_catesbeiana_dloop	12	28	1	3	2	22
Rana_catesbeiana_dloop	13	1	1	0	0	0
Rana_catesbeiana_dloop	14	21	0	21	0	0
Rana_catesbeiana_dloop	17	1	1	0	0	0
Rana_catesbeiana_dloop	19	7	7	0	0	0
Rana_catesbeiana_dloop	89	1	1	0	0	0
Rana_catesbeiana_dloop	254	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	10	67	33	4	8	22
Pelophylax_nigromaculatus_dloop	11	8	4	1	0	3
Pelophylax_nigromaculatus_dloop	12	60	60	0	0	0
Pelophylax_nigromaculatus_dloop	13	16	15	1	0	0
Pelophylax_nigromaculatus_dloop	15	26	26	0	0	0
Pelophylax_nigromaculatus_dloop	18	3	3	0	0	0
Pelophylax_nigromaculatus_dloop	20	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	21	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	23	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	24	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	29	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	31	4	4	0	0	0
Pelophylax_nigromaculatus_dloop	34	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	36	8	8	0	0	0
Pelophylax_nigromaculatus_dloop	42	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	49	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	51	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	58	7	7	0	0	0
Pelophylax_nigromaculatus_dloop	131	1	1	0	0	0
Pelophylax_nigromaculatus_dloop	312	1	1	0	0	0
Sooglossus_thomasseti_dloop	10	1	0	0	0	1
Sooglossus_thomasseti_dloop	11	3	0	3	0	0
Sooglossus_thomasseti_dloop	13	2	0	2	0	0
Sooglossus_thomasseti_dloop	15	3	1	2	0	0
Sooglossus_thomasseti_dloop	17	2	0	2	0	0
Sooglossus_thomasseti_dloop	19	2	0	2	0	0
Sooglossus_thomasseti_dloop	21	2	0	2	0	0
Sooglossus_thomasseti_dloop	23	2	0	2	0	0
Sooglossus_thomasseti_dloop	25	2	0	2	0	0
Sooglossus_thomasseti_dloop	27	2	0	2	0	0
Sooglossus_thomasseti_dloop	29	3	1	2	0	0
Sooglossus_thomasseti_dloop	31	2	0	2	0	0
Sooglossus_thomasseti_dloop	33	2	0	2	0	0
Sooglossus_thomasseti_dloop	35	2	0	2	0	0
Sooglossus_thomasseti_dloop	37	2	0	2	0	0
Sooglossus_thomasseti_dloop	39	2	0	2	0	0
Sooglossus_thomasseti_dloop	41	2	0	2	0	0
Sooglossus_thomasseti_dloop	43	2	0	2	0	0
Sooglossus_thomasseti_dloop	45	2	0	2	0	0
Sooglossus_thomasseti_dloop	47	2	0	2	0	0
Sooglossus_thomasseti_dloop	48	1	1	0	0	0
Sooglossus_thomasseti_dloop	49	2	0	2	0	0
Sooglossus_thomasseti_dloop	51	2	0	2	0	0
Sooglossus_thomasseti_dloop	53	2	0	2	0	0
Sooglossus_thomasseti_dloop	55	2	0	2	0	0
