"Win1" "Win2" "DirDirGibbsEnergy" "DirDirAbsGibbsEnergy" "ContactZone" "NumbOfDeletions" "DummyDeletions" "InvInvAbsGibbsEnergy" "Win1GQOverlap" "Win1GQAverageScore" "Win1GQMaxScore" "Win2GQOverlap" "Win2GQAverageScore" "Win2GQMaxScore" "Win12GQOverlap"
"41" 10081 15281 -8.8 8.8 0 0 0 7.75 23 35.9393939393939 53 101 26.75 28 62
"42" 10081 15381 -15.07 15.07 0 0 0 1.18 23 35.9393939393939 53 35 27 28 29
"43" 10081 15481 -12.4 12.4 0 0 0 2.91 23 35.9393939393939 53 93 41.3229166666667 83 58
"44" 10081 15581 -7.57 7.57 0 0 0 1.44 23 35.9393939393939 53 45 31 33 34
"45" 10081 15681 -8.3 8.3 0 0 0 2.14 23 35.9393939393939 53 0 0 0 11.5
"46" 10081 15781 -6.43 6.43 0 0 0 6.8 23 35.9393939393939 53 0 0 0 11.5
"47" 10081 15881 -6 6 0 1 1 0 23 35.9393939393939 53 0 0 0 11.5
"48" 10081 15981 -6.5 6.5 0 0 0 3.73 23 35.9393939393939 53 0 0 0 11.5
"49" 10081 16081 -9.3 9.3 0 0 0 2.64 23 35.9393939393939 53 35 33.8421052631579 51 29
"50" 10081 16181 -23.5 23.5 0 0 0 1.21 23 35.9393939393939 53 101 32.2884615384615 51 62
"51" 10081 16281 -11.8 11.8 0 0 0 1.17 23 35.9393939393939 53 101 35.4561403508772 55 62
"52" 10081 16381 -8.85 8.85 0 0 0 0.27 23 35.9393939393939 53 31 35.9090909090909 54 27
"53" 10081 16481 -3.72 3.72 0 0 0 7.2 23 35.9393939393939 53 0 0 0 11.5
"54" 10181 11381 -6.18 6.18 0 0 0 5 101 35.8481012658228 60 42 35.8333333333333 43 71.5
"55" 10181 11481 -5.65 5.65 0 0 0 3.21 101 35.8481012658228 60 44 29.5 32 72.5
"56" 10181 11581 -4.9 4.9 0 0 0 2.5 101 35.8481012658228 60 0 0 0 50.5
"57" 10181 11681 -8.11 8.11 0 0 0 1.79 101 35.8481012658228 60 0 0 0 50.5
"58" 10181 11781 -12.69 12.69 0 0 0 11.4 101 35.8481012658228 60 42 29.5714285714286 35 71.5
"59" 10181 11881 -7.65 7.65 0 0 0 3.8 101 35.8481012658228 60 2 30 31 51.5
"60" 10181 11981 -4.69 4.69 0 0 0 7.09 101 35.8481012658228 60 21 35.5714285714286 59 61
"61" 10181 12081 -8.7 8.7 0 0 0 3.29 101 35.8481012658228 60 53 37.1428571428571 67 77
"62" 10181 12181 -3.9 3.9 0 0 0 3.37 101 35.8481012658228 60 0 0 0 50.5
"63" 10181 12281 -6.98 6.98 0 0 0 1.87 101 35.8481012658228 60 41 42.0901639344262 78 71
"64" 10181 12381 -14.7 14.7 0 0 0 3.04 101 35.8481012658228 60 56 40.7581699346405 78 78.5
"65" 10181 12481 -5.2 5.2 0 0 0 1.26 101 35.8481012658228 60 34 34 37 67.5
"66" 10181 12581 -11.09 11.09 0 0 0 4 101 35.8481012658228 60 0 0 0 50.5
"67" 10181 12681 -4.29 4.29 0 0 0 5.05 101 35.8481012658228 60 0 0 0 50.5
"68" 10181 12781 -6.2 6.2 0 0 0 7.96 101 35.8481012658228 60 0 0 0 50.5
"69" 10181 12881 -9.9 9.9 0 0 0 5.3 101 35.8481012658228 60 55 30.25 33 78
"70" 10181 12981 -9.61 9.61 0 0 0 2.79 101 35.8481012658228 60 101 42.4360902255639 90 101
"71" 10181 13081 -7.86 7.86 0 0 0 4.1 101 35.8481012658228 60 52 33.5 36 76.5
"72" 10181 13181 -7.1 7.1 0 0 0 5.01 101 35.8481012658228 60 0 0 0 50.5
"73" 10181 13281 -5.07 5.07 0 0 0 3.8 101 35.8481012658228 60 0 0 0 50.5
"74" 10181 13381 -2.35 2.35 0 0 0 5.41 101 35.8481012658228 60 0 0 0 50.5
"75" 10181 13481 -2.98 2.98 0 0 0 3.76 101 35.8481012658228 60 0 0 0 50.5
"76" 10181 13581 -9.2 9.2 0 1 1 2.6 101 35.8481012658228 60 59 37.8095238095238 62 80
"77" 10181 13681 -11.3 11.3 0 3 1 4.1 101 35.8481012658228 60 101 36.4134615384615 62 101
"78" 10181 13781 -12.2 12.2 0 0 0 3.31 101 35.8481012658228 60 31 36.0877192982456 61 66
"79" 10181 13881 -13.13 13.13 0 0 0 7.44 101 35.8481012658228 60 46 34 42 73.5
"80" 10181 13981 -9.7 9.7 0 0 0 6.09 101 35.8481012658228 60 78 32.4615384615385 42 89.5
"81" 10181 14081 -7.15 7.15 0 0 0 5.9 101 35.8481012658228 60 23 28 28 62
"82" 10181 14181 -8.82 8.82 0 0 0 4.93 101 35.8481012658228 60 55 33.88 54 78
"83" 10181 14281 -7.5 7.5 0 0 0 0.78 101 35.8481012658228 60 101 33.7536231884058 54 101
"84" 10181 14381 -7.2 7.2 0 0 0 1.64 101 35.8481012658228 60 75 37.1846153846154 69 88
"85" 10181 14481 -9.4 9.4 0 0 0 3.67 101 35.8481012658228 60 80 29.1428571428571 37 90.5
"86" 10181 14581 -6.4 6.4 0 0 0 1.23 101 35.8481012658228 60 29 28 31 65
"87" 10181 14681 -3.82 3.82 0 0 0 2.3 101 35.8481012658228 60 12 41.6666666666667 49 56.5
"88" 10181 14781 -12.08 12.08 0 0 0 0.55 101 35.8481012658228 60 96 31.3823529411765 49 98.5
"89" 10181 14881 -6.4 6.4 0 0 0 6 101 35.8481012658228 60 0 0 0 50.5
"90" 10181 14981 -7.1 7.1 0 0 0 5.5 101 35.8481012658228 60 0 0 0 50.5
"91" 10181 15081 -4.14 4.14 0 0 0 3.7 101 35.8481012658228 60 0 0 0 50.5
"92" 10181 15181 -5.3 5.3 0 0 0 6 101 35.8481012658228 60 19 26 26 60
"93" 10181 15281 -12.28 12.28 0 0 0 5.54 101 35.8481012658228 60 101 26.75 28 101
"94" 10181 15381 -12 12 0 0 0 3.8 101 35.8481012658228 60 35 27 28 68
"95" 10181 15481 -8.6 8.6 0 0 0 0.81 101 35.8481012658228 60 93 41.3229166666667 83 97
"96" 10181 15581 -11.2 11.2 0 1 1 8.8 101 35.8481012658228 60 45 31 33 73
"97" 10181 15681 -7.79 7.79 0 0 0 1 101 35.8481012658228 60 0 0 0 50.5
"98" 10181 15781 -3.27 3.27 0 0 0 4.88 101 35.8481012658228 60 0 0 0 50.5
"99" 10181 15881 -1.66 1.66 0 0 0 0.45 101 35.8481012658228 60 0 0 0 50.5
"100" 10181 15981 -1.4 1.4 0 0 0 8.3 101 35.8481012658228 60 0 0 0 50.5
"101" 10181 16081 -1.2 1.2 0 0 0 5 101 35.8481012658228 60 35 33.8421052631579 51 68
"102" 10181 16181 -10.5 10.5 0 0 0 2.8 101 35.8481012658228 60 101 32.2884615384615 51 101
"103" 10181 16281 -8.8 8.8 0 0 0 3.88 101 35.8481012658228 60 101 35.4561403508772 55 101
"104" 10181 16381 -12 12 0 0 0 1.69 101 35.8481012658228 60 31 35.9090909090909 54 66
"105" 10181 16481 -4.99 4.99 0 0 0 3.76 101 35.8481012658228 60 0 0 0 50.5
"106" 10281 11481 -13.92 13.92 0 0 0 1.12 32 29.8 42 44 29.5 32 38
"107" 10281 11581 -15.5 15.5 0 0 0 1.6 32 29.8 42 0 0 0 16
"108" 10281 11681 -6.42 6.42 0 0 0 1.4 32 29.8 42 0 0 0 16
"109" 10281 11781 -16.2 16.2 0 0 0 4 32 29.8 42 42 29.5714285714286 35 37
"110" 10281 11881 -7.74 7.74 0 0 0 1.51 32 29.8 42 2 30 31 17
"111" 10281 11981 -9.6 9.6 0 0 0 0 32 29.8 42 21 35.5714285714286 59 26.5
"112" 10281 12081 -6.23 6.23 0 0 0 2.92 32 29.8 42 53 37.1428571428571 67 42.5
"113" 10281 12181 -8.7 8.7 0 0 0 5.39 32 29.8 42 0 0 0 16
"114" 10281 12281 -16.7 16.7 0 0 0 1.7 32 29.8 42 41 42.0901639344262 78 36.5
"115" 10281 12381 -11.3 11.3 0 0 0 1.5 32 29.8 42 56 40.7581699346405 78 44
"116" 10281 12481 -11.6 11.6 0 0 0 3.65 32 29.8 42 34 34 37 33
"117" 10281 12581 -4.04 4.04 0 0 0 0 32 29.8 42 0 0 0 16
"118" 10281 12681 -5.6 5.6 0 0 0 2.48 32 29.8 42 0 0 0 16
"119" 10281 12781 -2.72 2.72 0 1 1 2.45 32 29.8 42 0 0 0 16
"120" 10281 12881 -13.9 13.9 0 0 0 0.88 32 29.8 42 55 30.25 33 43.5
"121" 10281 12981 -11.3 11.3 0 0 0 1.7 32 29.8 42 101 42.4360902255639 90 66.5
"122" 10281 13081 -10.69 10.69 0 0 0 3.5 32 29.8 42 52 33.5 36 42
"123" 10281 13181 -9 9 0 0 0 1.53 32 29.8 42 0 0 0 16
"124" 10281 13281 -8.7 8.7 0 0 0 5.26 32 29.8 42 0 0 0 16
"125" 10281 13381 -11.38 11.38 0 0 0 1.7 32 29.8 42 0 0 0 16
"126" 10281 13481 -8.2 8.2 0 0 0 6.15 32 29.8 42 0 0 0 16
"127" 10281 13581 -10 10 0 1 1 3.67 32 29.8 42 59 37.8095238095238 62 45.5
"128" 10281 13681 -7.9 7.9 0 0 0 1.16 32 29.8 42 101 36.4134615384615 62 66.5
"129" 10281 13781 -12.8 12.8 0 0 0 0.14 32 29.8 42 31 36.0877192982456 61 31.5
"130" 10281 13881 -9.92 9.92 0 0 0 0 32 29.8 42 46 34 42 39
"131" 10281 13981 -12.9 12.9 0 0 0 2.33 32 29.8 42 78 32.4615384615385 42 55
"132" 10281 14081 -11.23 11.23 0 0 0 0 32 29.8 42 23 28 28 27.5
"133" 10281 14181 -11.8 11.8 0 0 0 2.59 32 29.8 42 55 33.88 54 43.5
"134" 10281 14281 -10.54 10.54 0 0 0 1.82 32 29.8 42 101 33.7536231884058 54 66.5
"135" 10281 14381 -9.7 9.7 0 0 0 2.22 32 29.8 42 75 37.1846153846154 69 53.5
"136" 10281 14481 -4.8 4.8 0 0 0 0 32 29.8 42 80 29.1428571428571 37 56
"137" 10281 14581 -7.2 7.2 0 0 0 2.38 32 29.8 42 29 28 31 30.5
"138" 10281 14681 -11.66 11.66 0 0 0 0 32 29.8 42 12 41.6666666666667 49 22
"139" 10281 14781 -7.3 7.3 0 0 0 9.74 32 29.8 42 96 31.3823529411765 49 64
"140" 10281 14881 -11.5 11.5 0 0 0 5.62 32 29.8 42 0 0 0 16
"141" 10281 14981 -8.3 8.3 0 0 0 2.55 32 29.8 42 0 0 0 16
"142" 10281 15081 -13.2 13.2 0 0 0 1.14 32 29.8 42 0 0 0 16
"143" 10281 15181 -12.6 12.6 0 1 1 5.34 32 29.8 42 19 26 26 25.5
"144" 10281 15281 -10.61 10.61 0 0 0 2.81 32 29.8 42 101 26.75 28 66.5
"145" 10281 15381 -8.6 8.6 0 0 0 4.11 32 29.8 42 35 27 28 33.5
"146" 10281 15481 -16.1 16.1 0 1 1 3.2 32 29.8 42 93 41.3229166666667 83 62.5
"147" 10281 15581 -16.64 16.64 0 0 0 0 32 29.8 42 45 31 33 38.5
"148" 10281 15681 -12.74 12.74 0 0 0 2.08 32 29.8 42 0 0 0 16
"149" 10281 15781 -7.9 7.9 0 0 0 1.5 32 29.8 42 0 0 0 16
"150" 10281 15881 -2.55 2.55 0 0 0 5.82 32 29.8 42 0 0 0 16
"151" 10281 15981 -3.1 3.1 0 1 1 6.5 32 29.8 42 0 0 0 16
"152" 10281 16081 -5.34 5.34 0 0 0 3.64 32 29.8 42 35 33.8421052631579 51 33.5
"153" 10281 16181 -11.7 11.7 0 0 0 1.5 32 29.8 42 101 32.2884615384615 51 66.5
"154" 10281 16281 -10.1 10.1 0 0 0 1.08 32 29.8 42 101 35.4561403508772 55 66.5
"155" 10281 16381 -9.2 9.2 0 0 0 2.82 32 29.8 42 31 35.9090909090909 54 31.5
"156" 10281 16481 -8.37 8.37 0 0 0 3.7 32 29.8 42 0 0 0 16
"157" 10381 11581 -5.5 5.5 0 0 0 4.03 0 0 0 0 0 0 0
"158" 10381 11681 -3.5 3.5 0 0 0 0.62 0 0 0 0 0 0 0
"159" 10381 11781 -1 1 0 0 0 1.5 0 0 0 42 29.5714285714286 35 21
"160" 10381 11881 -1 1 0 0 0 1.43 0 0 0 2 30 31 1
"161" 10381 11981 -6.92 6.92 0 0 0 4.72 0 0 0 21 35.5714285714286 59 10.5
"162" 10381 12081 -12.55 12.55 0 0 0 0 0 0 0 53 37.1428571428571 67 26.5
"163" 10381 12181 -7.74 7.74 0 0 0 1.2 0 0 0 0 0 0 0
"164" 10381 12281 -4.2 4.2 0 0 0 1.47 0 0 0 41 42.0901639344262 78 20.5
"165" 10381 12381 -4.57 4.57 0 0 0 0.92 0 0 0 56 40.7581699346405 78 28
"166" 10381 12481 -1.02 1.02 0 0 0 0.5 0 0 0 34 34 37 17
"167" 10381 12581 -0.79 0.79 0 0 0 1.7 0 0 0 0 0 0 0
"168" 10381 12681 -5.24 5.24 0 0 0 0.5 0 0 0 0 0 0 0
"169" 10381 12781 -2.62 2.62 0 0 0 5.77 0 0 0 0 0 0 0
"170" 10381 12881 -3.26 3.26 0 0 0 9.8 0 0 0 55 30.25 33 27.5
"171" 10381 12981 -4.45 4.45 0 0 0 2.7 0 0 0 101 42.4360902255639 90 50.5
"172" 10381 13081 -2.17 2.17 0 0 0 6.5 0 0 0 52 33.5 36 26
"173" 10381 13181 -1.2 1.2 0 0 0 1.2 0 0 0 0 0 0 0
"174" 10381 13281 -0.67 0.67 0 0 0 1.35 0 0 0 0 0 0 0
"175" 10381 13381 -4.71 4.71 0 0 0 5.1 0 0 0 0 0 0 0
"176" 10381 13481 -5.26 5.26 0 0 0 1.78 0 0 0 0 0 0 0
"177" 10381 13581 -2.07 2.07 0 0 0 1.27 0 0 0 59 37.8095238095238 62 29.5
"178" 10381 13681 -7.4 7.4 0 0 0 2.3 0 0 0 101 36.4134615384615 62 50.5
"179" 10381 13781 -2.09 2.09 0 0 0 3.2 0 0 0 31 36.0877192982456 61 15.5
"180" 10381 13881 -0.09 0.09 0 0 0 2.4 0 0 0 46 34 42 23
"181" 10381 13981 -9.4 9.4 0 0 0 4.28 0 0 0 78 32.4615384615385 42 39
"182" 10381 14081 -7.5 7.5 0 0 0 5.5 0 0 0 23 28 28 11.5
"183" 10381 14181 -10.39 10.39 0 0 0 1.1 0 0 0 55 33.88 54 27.5
"184" 10381 14281 -5.98 5.98 0 0 0 0 0 0 0 101 33.7536231884058 54 50.5
"185" 10381 14381 -3.24 3.24 0 0 0 2.5 0 0 0 75 37.1846153846154 69 37.5
"186" 10381 14481 -5.28 5.28 0 0 0 4 0 0 0 80 29.1428571428571 37 40
"187" 10381 14581 -6.07 6.07 0 0 0 2.7 0 0 0 29 28 31 14.5
"188" 10381 14681 -9.4 9.4 0 0 0 1.62 0 0 0 12 41.6666666666667 49 6
"189" 10381 14781 -4.96 4.96 0 0 0 0.42 0 0 0 96 31.3823529411765 49 48
"190" 10381 14881 -6.7 6.7 0 0 0 0.84 0 0 0 0 0 0 0
"191" 10381 14981 -2.62 2.62 0 0 0 3.8 0 0 0 0 0 0 0
"192" 10381 15081 -0.1 0.1 0 0 0 4.17 0 0 0 0 0 0 0
"193" 10381 15181 -0.8 0.8 0 0 0 6.8 0 0 0 19 26 26 9.5
"194" 10381 15281 -2.45 2.45 0 0 0 4.52 0 0 0 101 26.75 28 50.5
"195" 10381 15381 -1.89 1.89 0 0 0 1.78 0 0 0 35 27 28 17.5
"196" 10381 15481 -6.23 6.23 0 2 1 2.51 0 0 0 93 41.3229166666667 83 46.5
"197" 10381 15581 -1.57 1.57 0 0 0 6.2 0 0 0 45 31 33 22.5
"198" 10381 15681 -7.8 7.8 0 0 0 4.2 0 0 0 0 0 0 0
"199" 10381 15781 -4.94 4.94 0 0 0 2.99 0 0 0 0 0 0 0
"200" 10381 15881 -2.9 2.9 0 0 0 1.5 0 0 0 0 0 0 0
"201" 10381 15981 -4.5 4.5 0 0 0 1.5 0 0 0 0 0 0 0
"202" 10381 16081 -3.85 3.85 0 0 0 3.22 0 0 0 35 33.8421052631579 51 17.5
"203" 10381 16181 -4.79 4.79 0 0 0 0.98 0 0 0 101 32.2884615384615 51 50.5
"204" 10381 16281 -3.11 3.11 0 0 0 0 0 0 0 101 35.4561403508772 55 50.5
"205" 10381 16381 0 0 0 0 0 3.87 0 0 0 31 35.9090909090909 54 15.5
"206" 10381 16481 -5.5 5.5 0 0 0 0.47 0 0 0 0 0 0 0
"207" 10481 11681 -15.91 15.91 0 0 0 9 0 0 0 0 0 0 0
"208" 10481 11781 -12.84 12.84 0 0 0 11.2 0 0 0 42 29.5714285714286 35 21
"209" 10481 11881 -11.34 11.34 0 0 0 3.7 0 0 0 2 30 31 1
"210" 10481 11981 -9.7 9.7 0 0 0 3.78 0 0 0 21 35.5714285714286 59 10.5
"211" 10481 12081 -5.99 5.99 0 0 0 3.3 0 0 0 53 37.1428571428571 67 26.5
"212" 10481 12181 -4.6 4.6 0 0 0 0 0 0 0 0 0 0 0
"213" 10481 12281 -6.8 6.8 0 0 0 6.2 0 0 0 41 42.0901639344262 78 20.5
"214" 10481 12381 -5.28 5.28 0 0 0 5.9 0 0 0 56 40.7581699346405 78 28
"215" 10481 12481 -7 7 0 0 0 0.87 0 0 0 34 34 37 17
"216" 10481 12581 -5.5 5.5 0 0 0 2.9 0 0 0 0 0 0 0
"217" 10481 12681 -13 13 0 0 0 0.6 0 0 0 0 0 0 0
"218" 10481 12781 -2.06 2.06 0 0 0 9.2 0 0 0 0 0 0 0
"219" 10481 12881 -13.58 13.58 0 0 0 7.3 0 0 0 55 30.25 33 27.5
"220" 10481 12981 -12.12 12.12 0 0 0 2.8 0 0 0 101 42.4360902255639 90 50.5
"221" 10481 13081 -9.67 9.67 0 0 0 9.9 0 0 0 52 33.5 36 26
"222" 10481 13181 -5.25 5.25 0 0 0 4.28 0 0 0 0 0 0 0
"223" 10481 13281 -10.88 10.88 0 0 0 7.4 0 0 0 0 0 0 0
"224" 10481 13381 -14.22 14.22 0 0 0 5.2 0 0 0 0 0 0 0
"225" 10481 13481 -7.44 7.44 0 0 0 3.33 0 0 0 0 0 0 0
"226" 10481 13581 -8.73 8.73 0 0 0 7.6 0 0 0 59 37.8095238095238 62 29.5
"227" 10481 13681 -6.11 6.11 0 0 0 3.7 0 0 0 101 36.4134615384615 62 50.5
"228" 10481 13781 -13.2 13.2 0 0 0 6.47 0 0 0 31 36.0877192982456 61 15.5
"229" 10481 13881 -17.3 17.3 0 0 0 0.9 0 0 0 46 34 42 23
"230" 10481 13981 -8.08 8.08 0 0 0 7.4 0 0 0 78 32.4615384615385 42 39
"231" 10481 14081 -16.1 16.1 0 0 0 2.39 0 0 0 23 28 28 11.5
"232" 10481 14181 -9.58 9.58 0 0 0 0.87 0 0 0 55 33.88 54 27.5
"233" 10481 14281 -11.1 11.1 0 0 0 3.69 0 0 0 101 33.7536231884058 54 50.5
"234" 10481 14381 -13.27 13.27 0 0 0 0.2 0 0 0 75 37.1846153846154 69 37.5
"235" 10481 14481 -6.13 6.13 0 0 0 3.78 0 0 0 80 29.1428571428571 37 40
"236" 10481 14581 -4.3 4.3 0 0 0 1.46 0 0 0 29 28 31 14.5
"237" 10481 14681 -2.44 2.44 0 1 1 1.29 0 0 0 12 41.6666666666667 49 6
"238" 10481 14781 -10.27 10.27 0 0 0 1.59 0 0 0 96 31.3823529411765 49 48
"239" 10481 14881 -7.1 7.1 0 0 0 5.83 0 0 0 0 0 0 0
"240" 10481 14981 -4.69 4.69 0 1 1 5.8 0 0 0 0 0 0 0
"241" 10481 15081 -9.32 9.32 0 0 0 9.4 0 0 0 0 0 0 0
"242" 10481 15181 -7 7 0 0 0 9.3 0 0 0 19 26 26 9.5
"243" 10481 15281 -14.04 14.04 0 0 0 3.7 0 0 0 101 26.75 28 50.5
"244" 10481 15381 -7.54 7.54 0 0 0 4.4 0 0 0 35 27 28 17.5
"245" 10481 15481 -11.71 11.71 0 0 0 4.9 0 0 0 93 41.3229166666667 83 46.5
"246" 10481 15581 -10.03 10.03 0 0 0 6.9 0 0 0 45 31 33 22.5
"247" 10481 15681 -11.7 11.7 0 0 0 4 0 0 0 0 0 0 0
"248" 10481 15781 -8.57 8.57 0 0 0 6.2 0 0 0 0 0 0 0
"249" 10481 15881 -1.81 1.81 0 0 0 1.82 0 0 0 0 0 0 0
"250" 10481 15981 -5.3 5.3 0 0 0 3.2 0 0 0 0 0 0 0
"251" 10481 16081 -3.2 3.2 0 0 0 3.8 0 0 0 35 33.8421052631579 51 17.5
"252" 10481 16181 -8.35 8.35 0 0 0 3.6 0 0 0 101 32.2884615384615 51 50.5
"253" 10481 16281 -9.82 9.82 0 0 0 7.3 0 0 0 101 35.4561403508772 55 50.5
"254" 10481 16381 -5.95 5.95 0 0 0 1.2 0 0 0 31 35.9090909090909 54 15.5
"255" 10481 16481 -5.21 5.21 0 0 0 6.69 0 0 0 0 0 0 0
"256" 10581 11781 -15.59 15.59 0 0 0 4.39 35 31 42 42 29.5714285714286 35 38.5
"257" 10581 11881 -14.1 14.1 0 0 0 4.33 35 31 42 2 30 31 18.5
"258" 10581 11981 -9.67 9.67 0 0 0 5.12 35 31 42 21 35.5714285714286 59 28
"259" 10581 12081 -15.4 15.4 0 0 0 7.33 35 31 42 53 37.1428571428571 67 44
"260" 10581 12181 -4.78 4.78 0 0 0 0.27 35 31 42 0 0 0 17.5
"261" 10581 12281 -7.57 7.57 0 0 0 4.39 35 31 42 41 42.0901639344262 78 38
"262" 10581 12381 -12.5 12.5 0 0 0 6.81 35 31 42 56 40.7581699346405 78 45.5
"263" 10581 12481 -13.23 13.23 0 0 0 0.23 35 31 42 34 34 37 34.5
"264" 10581 12581 -8.2 8.2 0 0 0 6.35 35 31 42 0 0 0 17.5
"265" 10581 12681 -15.9 15.9 0 0 0 2.95 35 31 42 0 0 0 17.5
"266" 10581 12781 -6.1 6.1 0 0 0 5.29 35 31 42 0 0 0 17.5
"267" 10581 12881 -16.9 16.9 0 0 0 3.52 35 31 42 55 30.25 33 45
"268" 10581 12981 -19.23 19.23 0 1 1 6.3 35 31 42 101 42.4360902255639 90 68
"269" 10581 13081 -8.8 8.8 0 0 0 14.1 35 31 42 52 33.5 36 43.5
"270" 10581 13181 -7.6 7.6 0 1 1 8.7 35 31 42 0 0 0 17.5
"271" 10581 13281 -13.52 13.52 0 0 0 4.14 35 31 42 0 0 0 17.5
"272" 10581 13381 -16.35 16.35 0 0 0 6.8 35 31 42 0 0 0 17.5
"273" 10581 13481 -7 7 0 0 0 4.13 35 31 42 0 0 0 17.5
"274" 10581 13581 -14.2 14.2 0 0 0 2.78 35 31 42 59 37.8095238095238 62 47
"275" 10581 13681 -11.47 11.47 0 0 0 5.5 35 31 42 101 36.4134615384615 62 68
"276" 10581 13781 -12.85 12.85 0 0 0 3.63 35 31 42 31 36.0877192982456 61 33
"277" 10581 13881 -14.5 14.5 0 0 0 3.19 35 31 42 46 34 42 40.5
"278" 10581 13981 -7.58 7.58 0 0 0 4.02 35 31 42 78 32.4615384615385 42 56.5
"279" 10581 14081 -12.34 12.34 0 0 0 4.28 35 31 42 23 28 28 29
