"Win1" "Win2" "InvInvGibbsEnergy" "InvInvAbsGibbsEnergy"
"337" 10681 13781 -3.19 3.19
"338" 10681 13881 -4.02 4.02
"339" 10681 13981 -4.28 4.28
"340" 10681 14081 -0.27 0.27
"341" 10681 14181 -5.76 5.76
"342" 10681 14281 -1.12 1.12
"343" 10681 14381 -3.84 3.84
"344" 10681 14481 -5.07 5.07
"345" 10681 14581 -5.03 5.03
"346" 10681 14681 -1.84 1.84
"347" 10681 14781 -3.33 3.33
"348" 10681 14881 -7.5 7.5
"349" 10681 14981 -5.21 5.21
"350" 10681 15081 -11.41 11.41
"351" 10681 15181 -11.97 11.97
"352" 10681 15281 -2.63 2.63
"353" 10681 15381 -0.91 0.91
"354" 10681 15481 -6.96 6.96
"355" 10681 15581 -4.2 4.2
"356" 10681 15681 -4.29 4.29
"357" 10681 15781 -4.8 4.8
"358" 10681 15881 -4.48 4.48
"359" 10681 15981 -2.79 2.79
"360" 10681 16081 -6.1 6.1
"361" 10681 16181 -1.4 1.4
"362" 10681 16281 -3.35 3.35
"363" 10681 16381 -4.07 4.07
"364" 10681 16481 -5.19 5.19
"365" 10781 11781 -1.28 1.28
"366" 10781 11881 -3.9 3.9
"367" 10781 11981 0 0
"368" 10781 12081 0 0
"369" 10781 12181 -1.73 1.73
"370" 10781 12281 -2.95 2.95
"371" 10781 12381 -0.02 0.02
"372" 10781 12481 0 0
"373" 10781 12581 -0.15 0.15
"374" 10781 12681 -3.36 3.36
"375" 10781 12781 -1.09 1.09
"376" 10781 12881 -0.46 0.46
"377" 10781 12981 -3.5 3.5
"378" 10781 13081 -1.87 1.87
"379" 10781 13181 0 0
"380" 10781 13281 -2.73 2.73
"381" 10781 13381 -0.05 0.05
"382" 10781 13481 0 0
"383" 10781 13581 0 0
"384" 10781 13681 -1.2 1.2
"385" 10781 13781 -0.74 0.74
"386" 10781 13881 0 0
"387" 10781 13981 0 0
"388" 10781 14081 -0.24 0.24
"389" 10781 14181 0 0
"390" 10781 14281 0 0
"391" 10781 14381 -1.25 1.25
"392" 10781 14481 -0.18 0.18
"393" 10781 14581 -1.8 1.8
"394" 10781 14681 -1.79 1.79
"395" 10781 14781 -4.91 4.91
"396" 10781 14881 -1.94 1.94
"397" 10781 14981 -1.47 1.47
"398" 10781 15081 -2.57 2.57
"399" 10781 15181 -0.72 0.72
"400" 10781 15281 0 0
"401" 10781 15381 0 0
"402" 10781 15481 -0.48 0.48
"403" 10781 15581 -0.94 0.94
"404" 10781 15681 0 0
"405" 10781 15781 -0.93 0.93
"406" 10781 15881 -2.84 2.84
"407" 10781 15981 -3.34 3.34
"408" 10781 16081 -0.59 0.59
"409" 10781 16181 -0.3 0.3
"410" 10781 16281 -0.23 0.23
"411" 10781 16381 -4.14 4.14
"412" 10781 16481 0 0
"413" 10881 11881 -1.9 1.9
"414" 10881 11981 -1.02 1.02
"415" 10881 12081 0 0
"416" 10881 12181 -5.25 5.25
"417" 10881 12281 -6.67 6.67
"418" 10881 12381 0 0
"419" 10881 12481 -0.08 0.08
"420" 10881 12581 -3.61 3.61
"421" 10881 12681 -6.47 6.47
"422" 10881 12781 -2.57 2.57
"423" 10881 12881 -0.13 0.13
"424" 10881 12981 -5.7 5.7
"425" 10881 13081 -2.8 2.8
"426" 10881 13181 -2.05 2.05
"427" 10881 13281 -0.97 0.97
"428" 10881 13381 -5.62 5.62
"429" 10881 13481 -0.97 0.97
"430" 10881 13581 -0.11 0.11
"431" 10881 13681 -2.91 2.91
"432" 10881 13781 -1.37 1.37
"433" 10881 13881 0 0
"434" 10881 13981 -0.17 0.17
"435" 10881 14081 0 0
"436" 10881 14181 0 0
"437" 10881 14281 -0.13 0.13
"438" 10881 14381 -0.33 0.33
"439" 10881 14481 -0.5 0.5
"440" 10881 14581 -4.3 4.3
"441" 10881 14681 -0.02 0.02
"442" 10881 14781 -0.83 0.83
"443" 10881 14881 -0.4 0.4
"444" 10881 14981 -1.68 1.68
"445" 10881 15081 -3.9 3.9
"446" 10881 15181 -3.3 3.3
"447" 10881 15281 -2.69 2.69
"448" 10881 15381 0 0
"449" 10881 15481 -0.5 0.5
"450" 10881 15581 -3.94 3.94
"451" 10881 15681 -4 4
"452" 10881 15781 -1.1 1.1
"453" 10881 15881 -6.3 6.3
"454" 10881 15981 -4.81 4.81
"455" 10881 16081 -0.29 0.29
"456" 10881 16181 -0.16 0.16
"457" 10881 16281 -0.4 0.4
"458" 10881 16381 -5.86 5.86
"459" 10881 16481 -3.84 3.84
"460" 10981 11981 -1.06 1.06
"461" 10981 12081 -1.55 1.55
"462" 10981 12181 -2.02 2.02
"463" 10981 12281 -1.87 1.87
"464" 10981 12381 0 0
"465" 10981 12481 -1.49 1.49
"466" 10981 12581 -6.63 6.63
"467" 10981 12681 -4.31 4.31
"468" 10981 12781 -2.17 2.17
"469" 10981 12881 -2.23 2.23
"470" 10981 12981 -1 1
"471" 10981 13081 -1.9 1.9
"472" 10981 13181 -0.66 0.66
"473" 10981 13281 -1.07 1.07
"474" 10981 13381 -3.01 3.01
"475" 10981 13481 -0.5 0.5
"476" 10981 13581 -4.23 4.23
"477" 10981 13681 -2.43 2.43
"478" 10981 13781 -0.63 0.63
"479" 10981 13881 -1.3 1.3
"480" 10981 13981 0 0
"481" 10981 14081 -1.4 1.4
"482" 10981 14181 0 0
"483" 10981 14281 0 0
"484" 10981 14381 0 0
"485" 10981 14481 0 0
"486" 10981 14581 -2.1 2.1
"487" 10981 14681 0 0
"488" 10981 14781 -8.92 8.92
"489" 10981 14881 -7.9 7.9
"490" 10981 14981 -3.45 3.45
"491" 10981 15081 -3.78 3.78
"492" 10981 15181 -0.14 0.14
"493" 10981 15281 -3.79 3.79
"494" 10981 15381 -1.91 1.91
"495" 10981 15481 -0.21 0.21
"496" 10981 15581 -7.64 7.64
"497" 10981 15681 -0.89 0.89
"498" 10981 15781 -4.42 4.42
"499" 10981 15881 -1.98 1.98
"500" 10981 15981 -5.29 5.29
"501" 10981 16081 -2.44 2.44
"502" 10981 16181 -0.51 0.51
"503" 10981 16281 -1.63 1.63
"504" 10981 16381 -3.87 3.87
"505" 10981 16481 -1.65 1.65
"506" 11081 12081 -3.72 3.72
"507" 11081 12181 -2.9 2.9
"508" 11081 12281 -3 3
"509" 11081 12381 -1.3 1.3
"510" 11081 12481 -5.7 5.7
"511" 11081 12581 -2.7 2.7
"512" 11081 12681 -6.75 6.75
"513" 11081 12781 -12.8 12.8
"514" 11081 12881 -3 3
"515" 11081 12981 -4.89 4.89
"516" 11081 13081 -3.85 3.85
"517" 11081 13181 -2.1 2.1
"518" 11081 13281 -2.65 2.65
"519" 11081 13381 -3.49 3.49
"520" 11081 13481 -4.3 4.3
"521" 11081 13581 -4.2 4.2
"522" 11081 13681 -7.17 7.17
"523" 11081 13781 -2.61 2.61
"524" 11081 13881 -1.44 1.44
"525" 11081 13981 -0.2 0.2
"526" 11081 14081 -0.36 0.36
"527" 11081 14181 0 0
"528" 11081 14281 -0.5 0.5
"529" 11081 14381 -7.05 7.05
"530" 11081 14481 0 0
"531" 11081 14581 -1.65 1.65
"532" 11081 14681 -2.5 2.5
"533" 11081 14781 -3.86 3.86
"534" 11081 14881 -7.89 7.89
"535" 11081 14981 -10.37 10.37
"536" 11081 15081 -8.47 8.47
"537" 11081 15181 -2.2 2.2
"538" 11081 15281 -2.41 2.41
"539" 11081 15381 -1.29 1.29
"540" 11081 15481 -4.3 4.3
"541" 11081 15581 -2.27 2.27
"542" 11081 15681 -2.21 2.21
"543" 11081 15781 -1.7 1.7
"544" 11081 15881 -6.4 6.4
"545" 11081 15981 -3.48 3.48
"546" 11081 16081 -5.8 5.8
"547" 11081 16181 -2.6 2.6
"548" 11081 16281 -2.41 2.41
"549" 11081 16381 -6.89 6.89
"550" 11081 16481 -11.27 11.27
"551" 11181 12181 -0.36 0.36
"552" 11181 12281 -1.2 1.2
"553" 11181 12381 0 0
"554" 11181 12481 -3.33 3.33
"555" 11181 12581 0 0
"556" 11181 12681 -3.47 3.47
"557" 11181 12781 -4.84 4.84
"558" 11181 12881 -3.03 3.03
"559" 11181 12981 -6.5 6.5
"560" 11181 13081 -7.9 7.9
"561" 11181 13181 -4.02 4.02
"562" 11181 13281 -3.37 3.37
"563" 11181 13381 -3.64 3.64
"564" 11181 13481 -1.57 1.57
"565" 11181 13581 -2.02 2.02
"566" 11181 13681 -5.28 5.28
"567" 11181 13781 -1.83 1.83
"568" 11181 13881 -3.11 3.11
"569" 11181 13981 -2.16 2.16
"570" 11181 14081 -0.37 0.37
"571" 11181 14181 -0.49 0.49
"572" 11181 14281 0 0
"573" 11181 14381 -1.55 1.55
"574" 11181 14481 -0.1 0.1
"575" 11181 14581 -4.78 4.78
"576" 11181 14681 0 0
"577" 11181 14781 -3.24 3.24
"578" 11181 14881 -2.94 2.94
"579" 11181 14981 -6.92 6.92
"580" 11181 15081 -7.49 7.49
"581" 11181 15181 -7.71 7.71
"582" 11181 15281 -5.19 5.19
"583" 11181 15381 -0.29 0.29
"584" 11181 15481 -2.82 2.82
"585" 11181 15581 -4.55 4.55
"586" 11181 15681 -1.33 1.33
"587" 11181 15781 -0.3 0.3
"588" 11181 15881 -6.9 6.9
"589" 11181 15981 -3.25 3.25
"590" 11181 16081 -5.1 5.1
"591" 11181 16181 -2.09 2.09
"592" 11181 16281 -0.8 0.8
"593" 11181 16381 -8.2 8.2
"594" 11181 16481 -10.2 10.2
"595" 11281 12281 -4.25 4.25
"596" 11281 12381 -2.3 2.3
"597" 11281 12481 -3.55 3.55
"598" 11281 12581 -2.9 2.9
"599" 11281 12681 -9.6 9.6
"600" 11281 12781 -6.61 6.61
"601" 11281 12881 -1.46 1.46
"602" 11281 12981 -0.47 0.47
"603" 11281 13081 -4.4 4.4
"604" 11281 13181 -4.55 4.55
"605" 11281 13281 -3.16 3.16
"606" 11281 13381 -1.38 1.38
"607" 11281 13481 -1.7 1.7
"608" 11281 13581 0 0
"609" 11281 13681 -4.5 4.5
"610" 11281 13781 -2.6 2.6
"611" 11281 13881 0 0
"612" 11281 13981 -7.32 7.32
"613" 11281 14081 -2.7 2.7
"614" 11281 14181 -0.54 0.54
"615" 11281 14281 -1 1
"616" 11281 14381 -3.03 3.03
"617" 11281 14481 -0.92 0.92
"618" 11281 14581 -0.01 0.01
"619" 11281 14681 0 0
"620" 11281 14781 -3.44 3.44
"621" 11281 14881 -0.9 0.9
"622" 11281 14981 -0.89 0.89
"623" 11281 15081 -3.38 3.38
"624" 11281 15181 -5.8 5.8
"625" 11281 15281 -2.9 2.9
"626" 11281 15381 -0.84 0.84
"627" 11281 15481 0 0
"628" 11281 15581 0 0
"629" 11281 15681 -6.6 6.6
"630" 11281 15781 -2.2 2.2
"631" 11281 15881 -4 4
"632" 11281 15981 -4.47 4.47
"633" 11281 16081 -1.2 1.2
"634" 11281 16181 -0.77 0.77
"635" 11281 16281 -2.99 2.99
"636" 11281 16381 -6.06 6.06
"637" 11281 16481 -0.86 0.86
"638" 11381 12381 -2.8 2.8
"639" 11381 12481 -13.41 13.41
"640" 11381 12581 -8.8 8.8
"641" 11381 12681 -7.94 7.94
"642" 11381 12781 -6.67 6.67
"643" 11381 12881 -7.4 7.4
"644" 11381 12981 -12.8 12.8
"645" 11381 13081 -6.95 6.95
"646" 11381 13181 -9.5 9.5
"647" 11381 13281 -8.64 8.64
"648" 11381 13381 -3.36 3.36
"649" 11381 13481 -2.1 2.1
"650" 11381 13581 -7.8 7.8
"651" 11381 13681 -6.92 6.92
"652" 11381 13781 -5.8 5.8
"653" 11381 13881 -6.6 6.6
"654" 11381 13981 -5.3 5.3
"655" 11381 14081 -1.88 1.88
"656" 11381 14181 -2.48 2.48
"657" 11381 14281 -8.3 8.3
"658" 11381 14381 -6.3 6.3
"659" 11381 14481 -5.5 5.5
"660" 11381 14581 -6.4 6.4
"661" 11381 14681 -3.77 3.77
"662" 11381 14781 -4.86 4.86
"663" 11381 14881 -11.81 11.81
"664" 11381 14981 -12 12
"665" 11381 15081 -9.57 9.57
"666" 11381 15181 -6.5 6.5
"667" 11381 15281 -3.97 3.97
"668" 11381 15381 -3.05 3.05
"669" 11381 15481 -12.3 12.3
"670" 11381 15581 -3.6 3.6
"671" 11381 15681 -9.9 9.9
"672" 11381 15781 -4.2 4.2
"673" 11381 15881 -4.4 4.4
"674" 11381 15981 -6.7 6.7
"675" 11381 16081 -9.1 9.1
"676" 11381 16181 -8.6 8.6
"677" 11381 16281 -7.5 7.5
"678" 11381 16381 -9.21 9.21
"679" 11381 16481 -10.43 10.43
"680" 11481 12481 -2.22 2.22
"681" 11481 12581 -3.34 3.34
"682" 11481 12681 -5.07 5.07
"683" 11481 12781 -3.32 3.32
"684" 11481 12881 -2.32 2.32
"685" 11481 12981 -4.27 4.27
"686" 11481 13081 -2.71 2.71
"687" 11481 13181 -0.73 0.73
"688" 11481 13281 -2.58 2.58
"689" 11481 13381 -0.49 0.49
"690" 11481 13481 -3.55 3.55
"691" 11481 13581 -1.7 1.7
"692" 11481 13681 -4.78 4.78
"693" 11481 13781 -0.15 0.15
"694" 11481 13881 -0.5 0.5
"695" 11481 13981 -1.91 1.91
"696" 11481 14081 -1.5 1.5
"697" 11481 14181 -1.79 1.79
"698" 11481 14281 0 0
"699" 11481 14381 -5.53 5.53
"700" 11481 14481 0 0
"701" 11481 14581 -3.41 3.41
"702" 11481 14681 -0.11 0.11
"703" 11481 14781 -1.8 1.8
"704" 11481 14881 -2.07 2.07
"705" 11481 14981 -4.62 4.62
"706" 11481 15081 -13.58 13.58
"707" 11481 15181 -12.3 12.3
"708" 11481 15281 -4.7 4.7
"709" 11481 15381 -0.73 0.73
"710" 11481 15481 -4.68 4.68
"711" 11481 15581 -3.47 3.47
"712" 11481 15681 -3.03 3.03
"713" 11481 15781 -2.2 2.2
"714" 11481 15881 -2 2
"715" 11481 15981 -6.5 6.5
"716" 11481 16081 -7.84 7.84
"717" 11481 16181 -4 4
"718" 11481 16281 -1.84 1.84
"719" 11481 16381 -5.47 5.47
"720" 11481 16481 -1.27 1.27
"721" 11581 12581 -2.05 2.05
"722" 11581 12681 -4.99 4.99
"723" 11581 12781 -7.4 7.4
"724" 11581 12881 -3.2 3.2
"725" 11581 12981 -5.61 5.61
"726" 11581 13081 -0.92 0.92
"727" 11581 13181 -3.82 3.82
"728" 11581 13281 -1.12 1.12
"729" 11581 13381 -0.99 0.99
"730" 11581 13481 -2.8 2.8
"731" 11581 13581 -0.79 0.79
"732" 11581 13681 -2.87 2.87
"733" 11581 13781 -5.91 5.91
"734" 11581 13881 -1.93 1.93
"735" 11581 13981 -2.72 2.72
"736" 11581 14081 0 0
"737" 11581 14181 -0.12 0.12
"738" 11581 14281 0 0
"739" 11581 14381 -3.19 3.19
"740" 11581 14481 0 0
"741" 11581 14581 -3.17 3.17
"742" 11581 14681 -2 2
"743" 11581 14781 -7.71 7.71
"744" 11581 14881 -5.54 5.54
"745" 11581 14981 -5.76 5.76
"746" 11581 15081 -9.52 9.52
"747" 11581 15181 -4 4
"748" 11581 15281 0 0
"749" 11581 15381 -3.3 3.3
"750" 11581 15481 -1.82 1.82
"751" 11581 15581 -0.67 0.67
"752" 11581 15681 -2.57 2.57
"753" 11581 15781 -2.6 2.6
