"FirstWindowWholeKbRes"	"SecondWindowWholeKbRes"	"FirstWindow"	"SecondWindow"	"DirectRepeatsDensity"	"MicroHomologyScore"	"Deletion"	"InfinitySign"	"InvRepDensScore"	"GlobalFoldingScore"	"Residuals"	"GlobalFolding1000Score"	"DistanceToContact"	"TempDistanceToContact"	"LogRegr.ContactPoint.Coord1"	"LogRegr.ContactPoint.Coord2"	"LogRegr.ContactPoint.PiValue"	"LogRegr.ContactPoint.Coeff"	"LogRegr.ContactPoint.AIC"
"62"	10000	6000	10300	6400	0	102	0	0	0	0	-0.54607749433826	0	1981.16127561589	0	10350	6450	0.0170119199590138	0.117531881187555	2887.85243596744
"63"	10000	6000	9700	5900	0	97	0	0	0	0	-0.524812853428776	0	2089.25824157762	0	9750	5950	0.00132353033295013	0.159847327796367	2883.2108034593
"64"	10000	6000	9700	6000	0	96	0	0	7	0	-0.520646765776062	0	1996.24647776771	0	9750	6050	0.000665881170067762	0.169520084114709	2881.93049249152
"65"	10000	6000	9700	6100	10	68	0	0	10	0	-0.415250104780771	0	1903.94327646598	0	9750	6150	0.000323801583710857	0.179188735559256	2880.57537919609
"66"	10000	6000	9500	6300	0	75	0	0	10	0	-0.439625715720008	0	1644.68842033985	0	9550	6350	8.56657618856773e-06	0.223404545485716	2873.56872772202
"67"	10000	6000	9700	6300	0	76	0	0	0	0	-0.443212024283605	0	1721.91753577226	0	9750	6350	6.93252146738084e-05	0.198471860138981	2877.64636193923
"68"	10000	6000	9800	6200	0	98	0	0	0	0	-0.529007760510172	0	1856.07111932706	0	9850	6250	0.000417688352416958	0.175491410000171	2881.06534332884
"69"	10000	6000	9800	6300	0	98	0	0	0	0	-0.529007760510172	0	1767.76695296637	0	9850	6350	0.000198477999760469	0.185103516051421	2879.66251720954
"70"	10000	6000	9700	6200	10	76	0	0	0	0	-0.443212024283605	0	1812.45689603919	0	9750	6250	0.000152298993265836	0.188841446371382	2879.14695141059
"71"	10000	6000	9900	5900	0	71	0	0	11	0	-0.425541986273709	0	2169.10119634839	0	9950	5950	0.00749042341605111	0.132648326818944	2886.38604207468
"72"	10000	6000	9600	5900	0	79	0	0	0	0	-0.454129910023736	0	2055.48047910945	0	9650	5950	0.000543781628688332	0.172546029416538	2881.54252397481
"73"	10000	6000	9800	6100	0	86	0	0	0	0	-0.48054826784265	0	1945.50764583437	0	9850	6150	0.000850267649258251	0.165857014430799	2882.39528981611
"74"	10000	6000	9500	5900	0	76	0	0	0	0	-0.443212024283605	0	2026.07995893548	0	9550	5950	0.000222252525139832	0.184678306594698	2879.84252593504
"75"	10000	6000	9600	6300	18	69	0	0	0	0	-0.418655194851962	0	1680.77363139716	0	9650	6350	2.42554603149714e-05	0.211232118442879	2875.60962950333
"76"	10000	6000	9600	6200	0	65	0	0	10	0	-0.405186450669973	0	1773.41478509682	0	9650	6250	5.54325673515444e-05	0.201584986759297	2877.20148362951
"77"	10000	6000	9500	6000	0	79	0	0	10	0	-0.454129910023736	0	1930.02590656188	0	9550	6050	0.000103395710735833	0.194375200223421	2878.38261887624
"78"	10000	7000	10200	6600	0	78	0	0	0	0	-0.450463994471933	0	1767.76695296637	0	10250	6650	0.00179978926856898	0.153732563468034	2883.81602378878
"79"	10000	7000	10400	6600	0	79	0	0	0	0	-0.454129910023736	0	1914.41897190766	0	10450	6650	0.0155618949354636	0.118789591541146	2887.70072747
"80"	10000	7000	10400	6800	0	89	0	0	0	0	-0.492282543274599	0	1790.25137899682	0	10450	6850	0.00484166651139215	0.138062177413594	2885.62863789222
"81"	10000	7000	10400	7000	10	78	0	0	0	0	-0.450463994471933	0	1680.77363139716	0	10450	7050	0.00127139704859349	0.157583036537349	2883.19741733474
"82"	10000	7000	10300	7200	22	64	0	0	0	0	-0.401881988334887	0	1498.33240637717	0	10350	7250	6.32757559703289e-05	0.19575454674591	2877.58247594706
"83"	10000	7000	10300	7300	0	96	0	0	0	0	-0.520646765776062	0	1457.73797371133	0	10350	7350	2.52226573776322e-05	0.2060330245247	2875.83539098247
"84"	10000	7000	10100	7100	0	91	0	0	0	0	-0.500245086842043	0	1372.9530217746	0	10150	7150	8.82189267546063e-06	0.218936330466592	2873.77995121227
"85"	10000	7000	10200	6800	11	64	0	0	0	0	-0.401881988334887	0	1632.48277173145	0	10250	6850	0.000432425099678882	0.173120246279063	2881.17891670069
"86"	10000	7000	10200	6900	0	82	0	0	0	0	-0.465288880772059	0	1570.03184681076	0	10250	6950	0.000198805764483788	0.18290011161525	2879.72479438156
"87"	10000	7000	9700	6700	0	79	0	0	0	0	-0.454129910023736	0	1372.9530217746	0	9750	6750	2.09971026674515e-06	0.237014424152756	2870.87987354559
"88"	10000	7000	10400	6900	0	74	0	0	0	0	-0.436065687317302	0	1733.49358233597	0	10450	6950	0.00253720092185918	0.147782367743662	2884.46010240289
"89"	10000	7000	9700	6900	0	72	0	0	21	0	-0.429023953102004	0	1210.37184369102	0	9750	6950	2.92850953579049e-07	0.256419192916585	2867.01061469541
"90"	10000	7000	10100	7000	0	91	0	0	0	0	-0.500245086842043	0	1430.03496460751	0	10150	7050	2.22411302601133e-05	0.20899577769894	2875.55337261551
"91"	10000	7000	10100	7300	0	122	0	0	10	0	-0.638549961775473	0	1274.7548783982	0	10150	7350	1.19805543128929e-06	0.239128582134752	2869.91791274374
"92"	10000	7000	10200	6700	10	82	0	0	0	0	-0.465288880772059	0	1698.5287751463	0	10250	6750	0.000900718736343363	0.163401739743075	2882.54149746445
"93"	10000	7000	10000	6600	0	67	0	0	11	0	-0.411870373714004	0	1632.48277173145	0	10050	6650	0.000180690973437485	0.185288518980739	2879.51407449906
"94"	10000	7000	10100	7200	13	69	0	0	0	0	-0.418655194851962	0	1320.98448136229	0	10150	7250	3.33338321844397e-06	0.228976714996286	2871.90272439391
"95"	10000	7000	9700	6600	0	104	0	0	0	0	-0.554787703844401	0	1457.73797371133	0	9750	6650	5.32417609450803e-06	0.227334276716129	2872.6940227133
"96"	10000	7000	9700	6800	0	92	0	0	0	0	-0.504268600303811	0	1290.34879005639	0	9750	6850	7.98286001683698e-07	0.246711856680433	2868.98496864333
"97"	10000	7000	10100	6800	0	82	0	0	0	0	-0.465288880772059	0	1557.24115023974	0	10150	6850	0.000123355575730948	0.189342040522476	2878.80982935683
"98"	10000	7000	10100	6900	0	54	0	0	0	0	-0.370179738551993	0	1491.64338901763	0	10150	6950	5.35482712415965e-05	0.19913645883114	2877.22859270896
"99"	10000	7000	10500	7300	0	71	0	0	0	0	-0.425541986273709	0	1644.68842033985	0	10550	7350	0.000508873292402154	0.169138310742227	2881.51728610397
"100"	10000	7000	10500	7000	10	97	0	0	0	0	-0.524812853428776	0	1767.76695296637	0	10550	7050	0.00452438651892557	0.138624171162362	2885.51346421318
"101"	10000	7000	10500	7100	0	91	1	0	0	0	2.06899516056187	0	1721.91753577226	0	10550	7150	0.00231063273570167	0.148600602629063	2884.2979788568
"102"	10000	7000	10400	6700	0	99	0	0	0	0	-0.533231584107757	0	1850.67555233217	0	10450	6750	0.0088564408507564	0.128402969000485	2886.70758851773
"103"	10000	7000	10000	6700	0	62	0	0	0	0	-0.39534738232983	0	1557.24115023974	0	10050	6750	8.08954361405222e-05	0.195002664092114	2877.9932919581
"104"	10000	7000	10500	7400	0	91	0	0	0	0	-0.500245086842043	0	1614.0012391569	0	10550	7450	0.000219225764070309	0.179651491642639	2879.94856391247
"105"	10000	7000	9600	7200	0	89	0	0	0	0	-0.492282543274599	0	919.238815542512	0	9650	7250	3.11261666890615e-09	0.298097029568718	2857.89074736197
"106"	10000	7000	10400	7100	0	90	0	0	0	0	-0.496249771054143	0	1632.48277173145	0	10450	7150	0.000603855382449605	0.167567411520519	2881.82396969949
"107"	10000	7000	10100	6700	0	67	0	0	0	0	-0.411870373714004	0	1626.34559672906	0	10150	6750	0.000272269364702262	0.179601623842833	2880.30012991244
"108"	10000	7000	10500	6900	10	64	0	0	0	0	-0.401881988334887	0	1817.96589626978	0	10550	6950	0.00840493923641425	0.128838304337744	2886.62020373324
"109"	10000	7000	10300	7100	0	78	0	0	0	0	-0.450463994471933	0	1544.34452114805	0	10350	7150	0.000150319456179554	0.185618922065212	2879.21490109736
"110"	10000	7000	10100	6600	10	83	0	0	0	0	-0.469062690016585	0	1698.5287751463	0	10150	6650	0.000576405414412072	0.169910337238545	2881.70184733548
"111"	10000	7000	9800	6700	12	68	0	0	0	0	-0.415250104780771	0	1430.03496460751	0	9850	6750	7.04801212937942e-06	0.223656228603959	2873.2662210282
"112"	10000	7000	10300	7400	10	79	0	0	0	0	-0.454129910023736	0	1423.02494707577	0	10350	7450	9.50674971565689e-06	0.21645824660393	2873.96978443317
"113"	10000	7000	9500	7000	0	103	0	0	0	0	-0.550417913772818	0	1012.42283656583	0	9550	7050	8.43158342357567e-09	0.290658382644189	2859.83585678779
"114"	10000	7000	9800	6600	0	94	0	0	0	0	-0.512400650669564	0	1511.6216457831	0	9850	6650	1.72709083976175e-05	0.213921499151122	2874.99785793777
"115"	10000	7000	10200	7000	0	95	0	0	0	0	-0.51650939850618	0	1511.6216457831	0	10250	7050	8.73273784862006e-05	0.192760214323064	2878.17447720785
"116"	10000	7000	10200	7100	0	83	0	0	10	0	-0.469062690016585	0	1457.73797371133	0	10250	7150	3.6540149327211e-05	0.202725639788277	2876.5217396428
"117"	10000	7000	10200	7200	11	74	0	0	0	0	-0.436065687317302	0	1408.90028036054	0	10250	7250	1.45252323631643e-05	0.212814506236876	2874.76069259401
"118"	10000	7000	9500	7100	0	94	0	0	0	0	-0.512400650669564	0	930.053761886914	0	9550	7150	2.75639612934147e-09	0.300272523510448	2857.57957506059
"119"	10000	7000	10200	7400	0	83	0	0	10	0	-0.469062690016585	0	1328.53302555864	0	10250	7450	1.95703973992807e-06	0.233387572726977	2870.89920058991
"120"	10000	7000	10500	6700	0	105	0	0	0	0	-0.559186948720166	0	1930.02590656188	0	10550	6750	0.0254624040066575	0.109508374819276	2888.55785138911
"121"	10000	7000	10500	6800	0	96	0	0	0	0	-0.520646765776062	0	1872.16452268491	0	10550	6850	0.0149381090637697	0.119139176141872	2887.63355063137
"122"	10000	7000	10000	7200	13	64	0	0	0	0	-0.401881988334887	0	1234.90890352285	0	10050	7250	7.75571138790137e-07	0.244290667348609	2869.03792989239
"123"	10000	7000	10000	7300	0	88	0	0	0	0	-0.488343292251633	0	1185.32695911297	0	10050	7350	2.67507774886917e-07	0.254371417868051	2866.95441983765
"124"	10000	7000	10000	7400	10	89	0	0	0	0	-0.492282543274599	0	1142.36596587959	0	10050	7450	8.78344876451862e-08	0.264564930356289	2864.7629504724
"125"	10000	7000	10500	7200	0	101	0	0	0	0	-0.541766359078991	0	1680.77363139716	0	10550	7250	0.00111457350491108	0.158793447285901	2882.96490713226
"126"	10000	7000	9600	7000	0	83	0	0	0	0	-0.469062690016585	0	1070.04672795163	0	9650	7050	2.89962865772781e-08	0.278706269890794	2862.37044465053
"127"	10000	7000	9700	7000	0	89	0	0	0	0	-0.492282543274599	0	1133.57840487546	0	9750	7050	1.03657885160267e-07	0.266141083138351	2864.95621619769
"128"	10000	7000	10100	7400	10	89	0	0	0	0	-0.492282543274599	0	1234.90890352285	0	10150	7450	4.08847157600573e-07	0.24940619109365	2867.82096688109
"129"	10000	7000	9700	7300	0	71	0	0	0	0	-0.425541986273709	0	930.053761886914	0	9750	7350	3.68542692897746e-09	0.295506952273519	2858.29430621212
"130"	10000	7000	9700	7400	0	56	0	0	8	0	-0.376328241349335	0	874.642784226795	0	9750	7450	1.11878909781998e-09	0.305419226669615	2855.89139337669
"131"	10000	7000	10200	7300	10	98	0	0	0	0	-0.529007760510172	0	1365.65002837477	0	10250	7350	5.47807144053203e-06	0.223032149453317	2872.88788035323
"132"	10000	7000	10500	6600	10	121	0	0	0	0	-0.633639611354797	0	1991.23077517399	0	10550	6650	0.0417195962059544	0.099929253656543	2889.39699064074
"133"	10000	7000	10300	6700	0	105	0	0	0	0	-0.559186948720166	0	1773.41478509682	0	10350	6750	0.00289031449125082	0.146351531975141	2884.68881103072
"134"	10000	7000	10300	6800	0	93	0	0	0	0	-0.508320419467101	0	1710.26313764871	0	10350	6850	0.00147754200431275	0.156041866110319	2883.46353100953
"135"	10000	7000	10300	6900	0	94	0	0	0	0	-0.512400650669564	0	1650.75740192192	0	10350	6950	0.000723504453750887	0.165794915607852	2882.14738477901
"136"	10000	7000	10300	7000	0	72	0	0	0	0	-0.429023953102004	0	1595.30561335438	0	10350	7050	0.000338294155932721	0.175638698366708	2880.73431909106
"137"	10000	7000	9500	6600	0	70	0	0	0	0	-0.422085777655823	0	1365.65002837477	0	9550	6650	5.34831773759754e-07	0.252256072311333	2868.12092642282
"138"	10000	7000	9500	6700	0	41	0	0	0	0	-0.332449848054492	0	1274.7548783982	0	9550	6750	1.9895183784618e-07	0.261856955386085	2866.16033525209
"139"	10000	7000	9800	6800	10	85	0	0	0	0	-0.476692264478192	0	1350.92560861063	0	9850	6850	2.772015994365e-06	0.233399259439313	2871.45379842148
"140"	10000	7000	9600	7100	0	78	0	0	0	0	-0.450463994471933	0	992.47166206396	0	9650	7150	9.66799927230329e-09	0.288386785747296	2860.17070243555
"141"	10000	7000	9900	6800	12	43	0	0	0	0	-0.338008904407751	0	1415.98022585063	0	9950	6850	9.78037981970134e-06	0.219427243698866	2873.92651573307
"142"	10000	7000	9600	7300	0	81	0	0	0	0	-0.461542229319383	0	851.46931829632	0	9650	7350	9.65864979629641e-10	0.30785320884362	2855.52582884284
"143"	10000	7000	10400	7200	10	67	0	0	10	0	-0.411870373714004	0	1589.02485820707	0	10450	7250	0.000270754639579875	0.177757219514419	2880.33158423349
"144"	10000	7000	10400	7300	10	71	0	0	10	0	-0.425541986273709	0	1550.80624192708	0	10450	7350	0.000114972478655812	0.18808523602966	2878.72528844142
"145"	10000	7000	10400	7400	11	61	0	0	0	0	-0.392116965396335	0	1518.2226450689	0	10450	7450	4.61139995760968e-05	0.198566140016672	2876.99914870047
"146"	10000	7000	10000	6800	0	62	0	0	0	0	-0.39534738232983	0	1484.92424049175	0	10050	6850	3.47602480308612e-05	0.204759223730398	2876.38475012087
"147"	10000	7000	10000	6900	0	57	0	0	0	0	-0.379437998369853	0	1415.98022585063	0	10050	6950	1.43323788647615e-05	0.214555579519942	2874.68761714036
"148"	10000	7000	10000	7000	0	92	0	0	0	0	-0.504268600303811	0	1350.92560861063	0	10050	7050	5.66591802984259e-06	0.224399702682692	2872.89986404304
"149"	10000	7000	10000	7100	0	80	0	0	0	0	-0.457822613504236	0	1290.34879005639	0	10050	7150	2.1446922449735e-06	0.234305141597195	2871.01838854528
"150"	10000	7000	9600	6600	13	83	0	0	0	0	-0.469062690016585	0	1408.90028036054	0	9650	6650	1.66795403871724e-06	0.24010382073495	2870.39652536907
"151"	10000	7000	9600	6700	0	84	0	0	0	0	-0.472863778012583	0	1320.98448136229	0	9650	6750	6.37711841278236e-07	0.249742011369899	2868.50578192933
"152"	10000	7000	9600	6900	0	73	0	0	0	0	-0.432531809813371	0	1151.08644332213	0	9650	6950	8.40545834804329e-08	0.269042845071843	2864.49259095101
"153"	10000	7000	9800	6900	0	92	0	0	0	0	-0.504268600303811	0	1274.7548783982	0	9850	6950	1.05063555734054e-06	0.243153053987135	2869.55991044868
"154"	10000	7000	9800	7000	25	97	0	0	0	0	-0.524812853428776	0	1202.08152801713	0	9850	7050	3.83556274873114e-07	0.252926876126502	2867.5831913607
"155"	10000	7000	9500	7200	0	83	0	0	0	0	-0.469062690016585	0	851.46931829632	0	9550	7250	8.71746975965432e-10	0.309909874159927	2855.24641405562
"156"	10000	7000	9500	7300	11	55	0	0	0	0	-0.373242201070279	0	777.817459305202	0	9550	7350	2.66233184698952e-10	0.319586101076876	2852.83161143036
"157"	10000	7000	9500	7400	11	82	0	0	0	0	-0.465288880772059	0	710.633520177595	0	9550	7450	7.83628873376755e-11	0.329318304080603	2850.33010779344
"158"	10000	7000	9800	7400	10	58	0	0	0	0	-0.38257161089932	0	961.769203083567	0	9850	7450	4.57031490221121e-09	0.292516949048779	2858.78588188472
"159"	10000	7000	10300	6600	10	108	0	0	0	0	-0.572562218221805	0	1839.83694929741	0	10350	6650	0.00542720190425036	0.136707759456996	2885.8272208043
"160"	10000	7000	9900	7200	14	74	0	0	0	0	-0.436065687317302	0	1151.08644332213	0	9950	7250	1.84887322331854e-07	0.258810203449164	2866.18863527638
"161"	10000	7000	9900	7300	0	98	0	0	15	0	-0.529007760510172	0	1097.72492000501	0	9950	7350	6.16141609578084e-08	0.268813568089938	2864.01940881283
"162"	10000	7000	9900	7400	16	48	0	0	0	0	-0.352292293752053	0	1051.18980208143	0	9950	7450	1.95969737634366e-08	0.278916783053968	2861.74641313637
"163"	10000	7000	9900	6700	0	95	0	0	10	0	-0.51650939850618	0	1491.64338901763	0	9950	6750	2.38724091619108e-05	0.209664072844844	2875.64339330403
"164"	10000	7000	9700	7100	0	96	0	0	0	0	-0.520646765776062	0	1060.66017177982	0	9750	7150	3.53970914976122e-08	0.275886172916694	2862.82110860534
"165"	10000	7000	9700	7200	0	90	0	0	10	0	-0.496249771054143	0	992.47166206396	0	9750	7250	1.16477112548498e-08	0.285668762685809	2860.60229169128
"166"	10000	7000	9900	6600	0	77	1	0	0	0	2.16971093024529	0	1570.03184681076	0	9950	6650	5.60704573849714e-05	0.199917579844996	2877.2769643538
